ef_id,entity_id,entity_name,ef_value,ef_unit,confidence,is_outlier,multiplier_applied,timestamp
ef_ab36acbb,IPCC_EFDB_Industrial_Processes_and_Product_Use_Chemical_Industry_HFCs_76,Industrial Processes and Product Use - Chemical Industry,0.0631,kg/year,0.57,False,False,2025-03-13
ef_27c6a7a1,IPCC_EFDB_Industrial_Processes_and_Product_Use_Chemical_Industry_CO2_77,Industrial Processes and Product Use - Chemical Industry,10.5427,t/TJ,0.54,False,False,2025-03-13
ef_5eb1624c,IPCC_EFDB_Industrial_Processes_and_Product_Use_Chemical_Industry_CO2_78,Industrial Processes and Product Use - Chemical Industry,10.5619,t/TJ,0.87,False,False,2025-03-13
ef_574e8dd8,IPCC_EFDB_Industrial_Processes_and_Product_Use_Mineral_Industry_N2O_79,Industrial Processes and Product Use - Mineral Industry,1.0888,g/GJ,0.58,False,False,2025-03-13
ef_fd331c38,IPCC_EFDB_Industrial_Processes_and_Product_Use_Electronics_Industry_CO2_80,Industrial Processes and Product Use - Electronics Industry,8.3895,kg/t,0.85,False,False,2025-03-13
ef_9c1b36cb,IPCC_EFDB_Industrial_Processes_and_Product_Use_Chemical_Industry_CO2_81,Industrial Processes and Product Use - Chemical Industry,13.1541,t/TJ,0.8,False,False,2025-03-13
ef_a5934e24,IPCC_EFDB_Industrial_Processes_and_Product_Use_Metal_Industry_CO2_82,Industrial Processes and Product Use - Metal Industry,24.0508,kg/kWh,0.75,False,False,2025-03-13
ef_ce178b32,IPCC_EFDB_Industrial_Processes_and_Product_Use_Mineral_Industry_HFCs_83,Industrial Processes and Product Use - Mineral Industry,0.1114,g/kg,0.56,False,False,2025-03-13
ef_c8ff3764,IPCC_EFDB_Industrial_Processes_and_Product_Use_Mineral_Industry_CO2_84,Industrial Processes and Product Use - Mineral Industry,3.4091,t/TJ,0.8,False,False,2025-03-13
ef_a30af38d,IPCC_EFDB_Industrial_Processes_and_Product_Use_Metal_Industry_N2O_85,Industrial Processes and Product Use - Metal Industry,0.5366,kg/ha,0.9,False,False,2025-03-13
ef_482def61,IPCC_EFDB_Industrial_Processes_and_Product_Use_Chemical_Industry_CO2_86,Industrial Processes and Product Use - Chemical Industry,8.2686,kg/t,0.54,False,False,2025-03-13
ef_897e6050,IPCC_EFDB_Industrial_Processes_and_Product_Use_Metal_Industry_N2O_87,Industrial Processes and Product Use - Metal Industry,3.5287,kg/TJ,0.86,False,False,2025-03-13
ef_48954c51,IPCC_EFDB_Industrial_Processes_and_Product_Use_Mineral_Industry_CO2_88,Industrial Processes and Product Use - Mineral Industry,29.6869,t/TJ,0.94,True,False,2025-03-13
ef_ea877163,IPCC_EFDB_Industrial_Processes_and_Product_Use_Chemical_Industry_N2O_89,Industrial Processes and Product Use - Chemical Industry,3.5536,kg/ha,0.73,False,False,2025-03-13
ef_92ddc355,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CO2_90",Agriculture Forestry and Other Land Use - Wetlands,5.2076,kg/TJ,0.84,True,False,2025-03-13
ef_fa61e25b,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_PFCs_91",Agriculture Forestry and Other Land Use - Forestry,0.0128,kg/unit,0.91,True,False,2025-03-13
ef_648ed538,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CO2_92",Agriculture Forestry and Other Land Use - Wetlands,2.3757,t/TJ,0.88,True,False,2025-03-13
ef_d1a1b08f,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_N2O_93",Agriculture Forestry and Other Land Use - Livestock,2.4344,kg/head,0.78,True,False,2025-03-13
ef_4a882c26,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_CH4_94",Agriculture Forestry and Other Land Use - Cropland,2.1729,kg/head,0.84,True,False,2025-03-13
ef_bf26d8fb,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_CO2_95",Agriculture Forestry and Other Land Use - Cropland,29.2411,kg/TJ,0.58,True,False,2025-03-13
ef_e428cce6,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_NF3_96",Agriculture Forestry and Other Land Use - Forestry,0.0374,kg/unit,0.58,True,False,2025-03-13
ef_2f40aebe,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_N2O_97",Agriculture Forestry and Other Land Use - Cropland,1.697,kg/ha,0.95,True,False,2025-03-13
ef_80adb5ee,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_CH4_98",Agriculture Forestry and Other Land Use - Livestock,0.1559,kg/head,0.5,True,False,2025-03-13
ef_c6145c3b,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CO2_99",Agriculture Forestry and Other Land Use - Forestry,3.5601,kg/TJ,0.63,True,False,2025-03-13
ef_7561bed0,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CO2_100",Agriculture Forestry and Other Land Use - Wetlands,3.7065,kg/TJ,0.68,True,False,2025-03-13
ef_7875911f,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_N2O_101",Agriculture Forestry and Other Land Use - Forestry,0.3538,kg/head,0.78,True,False,2025-03-13
ef_f3488d75,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_CO2_102",Agriculture Forestry and Other Land Use - Cropland,6.9355,t/TJ,0.71,True,False,2025-03-13
ef_506f28a6,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CO2_103",Agriculture Forestry and Other Land Use - Wetlands,5.006,kg/t,0.8,True,False,2025-03-13
ef_36d07010,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CH4_104",Agriculture Forestry and Other Land Use - Wetlands,0.8869,kg/ha,0.68,True,False,2025-03-13
ef_8e793d66,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CO2_105",Agriculture Forestry and Other Land Use - Forestry,13.1081,t/TJ,0.59,True,False,2025-03-13
ef_d2b6ee69,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CH4_106",Agriculture Forestry and Other Land Use - Forestry,0.3502,kg/ha,0.75,True,False,2025-03-13
ef_020007aa,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_CO2_107",Agriculture Forestry and Other Land Use - Livestock,16.402,t/TJ,0.73,True,False,2025-03-13
ef_1d3b7325,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_CO2_108",Agriculture Forestry and Other Land Use - Livestock,5.9105,kg/t,0.86,True,False,2025-03-13
ef_88580d64,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_N2O_109",Agriculture Forestry and Other Land Use - Cropland,0.4824,kg/TJ,0.91,True,False,2025-03-13
ef_157e3898,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CO2_110",Agriculture Forestry and Other Land Use - Forestry,44.0955,kg/kWh,0.57,True,False,2025-03-13
ef_8dd74aa5,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_PFCs_111",Agriculture Forestry and Other Land Use - Livestock,0.0561,kg/year,0.75,True,False,2025-03-13
ef_fd038f28,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_CO2_112",Agriculture Forestry and Other Land Use - Cropland,2.9748,kg/t,0.91,True,False,2025-03-13
ef_1bedb443,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CO2_113",Agriculture Forestry and Other Land Use - Wetlands,23.4189,kg/kWh,0.59,True,False,2025-03-13
ef_aee8a572,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CO2_114",Agriculture Forestry and Other Land Use - Forestry,29.1837,kg/kWh,0.92,True,False,2025-03-13
ef_4714bbbf,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CO2_115",Agriculture Forestry and Other Land Use - Forestry,2.8761,kg/kWh,0.91,True,False,2025-03-13
ef_48b46b81,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CH4_116",Agriculture Forestry and Other Land Use - Forestry,0.3209,kg/TJ,0.51,True,False,2025-03-13
ef_71a49446,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_N2O_117",Agriculture Forestry and Other Land Use - Livestock,0.4258,g/GJ,0.55,True,False,2025-03-13
ef_501e1dd3,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Land_CH4_118",Agriculture Forestry and Other Land Use - Land,1.0861,kg/ha,0.58,True,False,2025-03-13
ef_fb620201,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Land_PFCs_119",Agriculture Forestry and Other Land Use - Land,0.0305,kg/unit,0.7,True,False,2025-03-13
ef_caf7c6b4,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CO2_120",Agriculture Forestry and Other Land Use - Forestry,4.1185,kg/t,0.53,True,False,2025-03-13
ef_10764664,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Land_N2O_121",Agriculture Forestry and Other Land Use - Land,1.3304,g/GJ,0.9,True,False,2025-03-13
ef_9e16c4dc,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_N2O_122",Agriculture Forestry and Other Land Use - Livestock,0.2739,g/GJ,0.76,True,False,2025-03-13
ef_f556cfc1,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_NF3_123",Agriculture Forestry and Other Land Use - Wetlands,0.0199,kg/year,0.56,True,False,2025-03-13
ef_7ca76a6b,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_HFCs_124",Agriculture Forestry and Other Land Use - Wetlands,0.0547,g/kg,0.86,True,False,2025-03-13
ef_8544bdcb,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CO2_125",Agriculture Forestry and Other Land Use - Forestry,5.8619,kg/kWh,0.62,True,False,2025-03-13
ef_855990a8,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CO2_126",Agriculture Forestry and Other Land Use - Wetlands,1.7101,kg/kWh,0.61,True,False,2025-03-13
ef_59221b38,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Land_CO2_127",Agriculture Forestry and Other Land Use - Land,6.215,t/TJ,0.67,True,False,2025-03-13
ef_f0661a90,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CH4_128",Agriculture Forestry and Other Land Use - Wetlands,0.4343,kg/TJ,0.6,True,False,2025-03-13
ef_eb43fc14,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_CO2_129",Agriculture Forestry and Other Land Use - Cropland,7.5056,kg/kWh,0.63,True,False,2025-03-13
ef_94a150de,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CH4_130",Agriculture Forestry and Other Land Use - Wetlands,7.7268,g/GJ,0.82,True,False,2025-03-13
ef_0cc146ae,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_CO2_131",Agriculture Forestry and Other Land Use - Livestock,0.8328,kg/kWh,0.95,True,False,2025-03-13
ef_1f62b1ba,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CO2_132",Agriculture Forestry and Other Land Use - Forestry,4.6605,t/TJ,0.69,True,False,2025-03-13
ef_115ef342,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_CO2_133",Agriculture Forestry and Other Land Use - Cropland,12.1074,kg/TJ,0.51,True,False,2025-03-13
ef_f5ba5e34,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_CO2_134",Agriculture Forestry and Other Land Use - Livestock,8.0206,t/TJ,0.87,True,False,2025-03-13
ef_4e45bc64,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CO2_135",Agriculture Forestry and Other Land Use - Wetlands,7.2345,kg/TJ,0.71,True,False,2025-03-13
ef_482c3ae8,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_CO2_136",Agriculture Forestry and Other Land Use - Cropland,59.5157,kg/kWh,0.6,True,False,2025-03-13
ef_1d5dbf46,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CO2_137",Agriculture Forestry and Other Land Use - Forestry,8.3363,kg/kWh,0.57,True,False,2025-03-13
ef_96db6ad1,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_CO2_138",Agriculture Forestry and Other Land Use - Livestock,1.6088,t/TJ,0.93,True,False,2025-03-13
ef_68af7cf7,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CH4_139",Agriculture Forestry and Other Land Use - Wetlands,0.3183,g/GJ,0.63,True,False,2025-03-13
ef_7183df7a,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Land_HFCs_140",Agriculture Forestry and Other Land Use - Land,0.0919,kg/unit,0.56,True,False,2025-03-13
ef_ff8b99de,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_HFCs_141",Agriculture Forestry and Other Land Use - Cropland,0.0577,kg/unit,0.87,True,False,2025-03-13
ef_f338700f,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Cropland_CO2_142",Agriculture Forestry and Other Land Use - Cropland,15.0786,kg/kWh,0.83,True,False,2025-03-13
ef_55953bce,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_CO2_143",Agriculture Forestry and Other Land Use - Livestock,9.4497,kg/kWh,0.52,True,False,2025-03-13
ef_4f237136,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_CO2_144",Agriculture Forestry and Other Land Use - Livestock,4.1003,kg/kWh,0.79,True,False,2025-03-13
ef_e4cc0d3c,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Land_CO2_145",Agriculture Forestry and Other Land Use - Land,17.2219,kg/kWh,0.53,True,False,2025-03-13
ef_5a7110fb,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_CO2_146",Agriculture Forestry and Other Land Use - Livestock,18.648,t/TJ,0.6,True,False,2025-03-13
ef_2e226569,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Wetlands_CO2_147",Agriculture Forestry and Other Land Use - Wetlands,22.3738,kg/kWh,0.82,True,False,2025-03-13
ef_daf6591d,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Livestock_CO2_148",Agriculture Forestry and Other Land Use - Livestock,20.1312,kg/t,0.59,True,False,2025-03-13
ef_ac274f21,"IPCC_EFDB_Agriculture,_Forestry_and_Other_Land_Use_Forestry_CO2_149",Agriculture Forestry and Other Land Use - Forestry,7.2495,kg/kWh,0.57,True,False,2025-03-13
