entity_id,entity_name,entity_type,ef_value,ef_unit,region,source_dataset,confidence,timestamp,tags,is_outlier,metadata
OPENLCA_Agriculture_Agriculture_-_Refining_Carbon_dioxide,Agriculture - Refining,process,9.485074859232878,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Refining_Methane,Agriculture - Refining,process,0.5388232856693165,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Refining_Nitrous_oxide,Agriculture - Refining,process,0.13431155420935428,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Assembly_Carbon_dioxide,Agriculture - Assembly,process,13.832299998247338,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Assembly_Methane,Agriculture - Assembly,process,0.7783357642606531,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Assembly_Nitrous_oxide,Agriculture - Assembly,process,0.15917026310243765,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Packaging_Carbon_dioxide,Agriculture - Packaging,process,22.537882772590727,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Packaging_Methane,Agriculture - Packaging,process,1.03505463308174,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Packaging_Nitrous_oxide,Agriculture - Packaging,process,0.16209148756515776,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Maintenance_Carbon_dioxide,Agriculture - Maintenance,process,11.605815666712626,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Maintenance_Methane,Agriculture - Maintenance,process,0.6564099401337645,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Maintenance_Nitrous_oxide,Agriculture - Maintenance,process,0.13767127290684225,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Combustion_Carbon_dioxide,Agriculture - Combustion,process,7.573856831359784,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Combustion_Methane,Agriculture - Combustion,process,0.412675028181236,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Combustion_Nitrous_oxide,Agriculture - Combustion,process,0.09036133735126219,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Treatment_Carbon_dioxide,Agriculture - Treatment,process,9.89943642490042,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Treatment"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Treatment_Methane,Agriculture - Treatment,process,0.5468513835986125,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Treatment"", ""category"": ""Agriculture""}"
OPENLCA_Agriculture_Agriculture_-_Treatment_Nitrous_oxide,Agriculture - Treatment,process,0.09348372556613645,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Agriculture', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Treatment"", ""category"": ""Agriculture""}"
OPENLCA_Energy_Energy_-_Production_Carbon_dioxide,Energy - Production,process,15.586154236568989,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Production"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Production_Methane,Energy - Production,process,0.8012595056986288,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Production"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Production_Nitrous_oxide,Energy - Production,process,0.13022163597262063,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Production"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Processing_Carbon_dioxide,Energy - Processing,process,9.490703547655448,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Processing"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Processing_Methane,Energy - Processing,process,0.3880603420952817,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Processing"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Processing_Nitrous_oxide,Energy - Processing,process,0.09201339074065422,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Processing"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Distribution_Carbon_dioxide,Energy - Distribution,process,13.427519370271394,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Distribution"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Distribution_Methane,Energy - Distribution,process,0.7223053077162255,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Distribution"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Distribution_Nitrous_oxide,Energy - Distribution,process,0.14248974019353433,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Distribution"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Use_Carbon_dioxide,Energy - Use,process,16.80810257296448,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Use"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Use_Methane,Energy - Use,process,0.7317419204798546,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Use"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Use_Nitrous_oxide,Energy - Use,process,0.17436628866802745,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Use"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_End-of-life_Carbon_dioxide,Energy - End-of-life,process,10.607861521853247,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""End-of-life"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_End-of-life_Methane,Energy - End-of-life,process,0.522160354937706,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""End-of-life"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_End-of-life_Nitrous_oxide,Energy - End-of-life,process,0.13432334702085336,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""End-of-life"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Recycling_Carbon_dioxide,Energy - Recycling,process,14.033042116899002,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Recycling"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Recycling_Methane,Energy - Recycling,process,0.6331310450305181,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Recycling"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Recycling_Nitrous_oxide,Energy - Recycling,process,0.12783980699209113,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Recycling"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Disposal_Carbon_dioxide,Energy - Disposal,process,8.382679750061461,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Disposal"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Disposal_Methane,Energy - Disposal,process,0.4547014290573897,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Disposal"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Disposal_Nitrous_oxide,Energy - Disposal,process,0.07155972558071307,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Disposal"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Transport_Carbon_dioxide,Energy - Transport,process,8.388395372767143,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Transport"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Transport_Methane,Energy - Transport,process,0.48697530314117304,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Transport"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Transport_Nitrous_oxide,Energy - Transport,process,0.1074425187224319,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Transport"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Storage_Carbon_dioxide,Energy - Storage,process,9.19077942386079,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Storage"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Storage_Methane,Energy - Storage,process,0.3389912603956978,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Storage"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Storage_Nitrous_oxide,Energy - Storage,process,0.08613989075819888,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Storage"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Extraction_Carbon_dioxide,Energy - Extraction,process,9.312916456844603,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Extraction"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Extraction_Methane,Energy - Extraction,process,0.5155772936006852,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Extraction"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Extraction_Nitrous_oxide,Energy - Extraction,process,0.07294477890843028,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Extraction"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Refining_Carbon_dioxide,Energy - Refining,process,12.77386248597862,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Refining_Methane,Energy - Refining,process,0.5987185318694762,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Refining_Nitrous_oxide,Energy - Refining,process,0.11295457248044896,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Assembly_Carbon_dioxide,Energy - Assembly,process,12.348591753286795,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Assembly_Methane,Energy - Assembly,process,0.6603724707522944,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Assembly_Nitrous_oxide,Energy - Assembly,process,0.13598551604184092,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Packaging_Carbon_dioxide,Energy - Packaging,process,14.06245203376919,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Packaging_Methane,Energy - Packaging,process,0.6967721589552515,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Packaging_Nitrous_oxide,Energy - Packaging,process,0.11539988070160768,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Maintenance_Carbon_dioxide,Energy - Maintenance,process,13.154561802939405,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Maintenance_Methane,Energy - Maintenance,process,0.6954619771527814,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Maintenance_Nitrous_oxide,Energy - Maintenance,process,0.09742080977762803,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Combustion_Carbon_dioxide,Energy - Combustion,process,15.86399856101102,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Carbon dioxide']",True,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Energy""}"
OPENLCA_Energy_Energy_-_Combustion_Methane,Energy - Combustion,process,0.8058962434791916,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Energy', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Energy""}"
