entity_id,entity_name,entity_type,ef_value,ef_unit,region,source_dataset,confidence,timestamp,tags
111200,111200 - Carbon dioxide,sector,0.2688644651418268,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
111200,111200 - Methane,sector,0.0014807519347486,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
111200,111200 - Nitrous oxide,sector,0.0003901580593809,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
111200,111200 - Sulfur hexafluoride,sector,4.6317121125750444e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
111200,111200 - HFCs and PFCs unspecified,sector,0.0257130019804675,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
111300,111300 - Carbon dioxide,sector,0.2329352357945248,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
111300,111300 - Methane,sector,0.0021051301184345,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
111300,111300 - Nitrous oxide,sector,0.0005098179833646,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
111300,111300 - Sulfur hexafluoride,sector,1.8367764783933152e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
111300,111300 - HFCs and PFCs unspecified,sector,0.0122811168545309,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
111400,111400 - Carbon dioxide,sector,0.1953668350310839,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
111400,111400 - Methane,sector,0.0054926685247394,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
111400,111400 - Nitrous oxide,sector,0.0002124279555604,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
111400,111400 - Sulfur hexafluoride,sector,2.1105799201217245e-07,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
111400,111400 - HFCs and PFCs unspecified,sector,0.0965694837097974,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
111900,111900 - Carbon dioxide,sector,0.2898497116189096,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
111900,111900 - Methane,sector,0.0083116762353119,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
111900,111900 - Nitrous oxide,sector,0.0003509419249395,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
111900,111900 - Sulfur hexafluoride,sector,2.486343540149646e-07,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
111900,111900 - HFCs and PFCs unspecified,sector,0.1020294299747079,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
112120,112120 - Carbon dioxide,sector,0.5484871707934103,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
112120,112120 - Methane,sector,0.167602748863152,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
112120,112120 - Nitrous oxide,sector,0.0067658069569696,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
112120,112120 - Sulfur hexafluoride,sector,7.421707378683349e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
112120,112120 - HFCs and PFCs unspecified,sector,0.0389250504114834,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
1121A0,1121A0 - Carbon dioxide,sector,0.5533719342850464,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
1121A0,1121A0 - Methane,sector,0.1733496711838208,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Methane', 'Context:emission/air', 'Level:Detail']"
1121A0,1121A0 - Nitrous oxide,sector,0.0070481224567305,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
1121A0,1121A0 - Sulfur hexafluoride,sector,7.338792063049287e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
1121A0,1121A0 - HFCs and PFCs unspecified,sector,0.0386253174489767,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
112300,112300 - Carbon dioxide,sector,0.3987919802825226,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
112300,112300 - Methane,sector,0.0028380484209908,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
112300,112300 - Nitrous oxide,sector,0.0011840644650339,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
112300,112300 - Sulfur hexafluoride,sector,1.0932828113106123e-07,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
112300,112300 - HFCs and PFCs unspecified,sector,0.0502135545834704,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
112A00,112A00 - Carbon dioxide,sector,0.3182972563965721,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
112A00,112A00 - Methane,sector,0.0185403625604796,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Methane', 'Context:emission/air', 'Level:Detail']"
112A00,112A00 - Nitrous oxide,sector,0.0010103526138129,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
112A00,112A00 - Sulfur hexafluoride,sector,5.4048046686274654e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
112A00,112A00 - HFCs and PFCs unspecified,sector,0.0120376352974144,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
113000,113000 - Carbon dioxide,sector,0.2423302346210248,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
113000,113000 - Methane,sector,0.0026775506731402,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
113000,113000 - Nitrous oxide,sector,0.0001120740256099,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
113000,113000 - Sulfur hexafluoride,sector,8.261173997093504e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
113000,113000 - HFCs and PFCs unspecified,sector,0.0238931635181443,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
114000,114000 - Carbon dioxide,sector,0.2129574999457158,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
114000,114000 - Methane,sector,0.0019667615309496,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
114000,114000 - Nitrous oxide,sector,5.030087286606968e-05,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
114000,114000 - Sulfur hexafluoride,sector,2.8088223813907244e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
114000,114000 - HFCs and PFCs unspecified,sector,0.0071570993019631,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:11', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
211000,211000 - Carbon dioxide,sector,1.376489244853751,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
211000,211000 - Methane,sector,0.0437394151137258,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
211000,211000 - Nitrous oxide,sector,1.840836721030419e-05,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
211000,211000 - Sulfur hexafluoride,sector,1.548172814479619e-07,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
211000,211000 - HFCs and PFCs unspecified,sector,0.057234424810671,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
212100,212100 - Carbon dioxide,sector,1.0677812616150604,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
212100,212100 - Methane,sector,0.063041275125835,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
212100,212100 - Nitrous oxide,sector,0.0001149357406722,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
212100,212100 - Sulfur hexafluoride,sector,2.53317153640183e-07,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
212100,212100 - HFCs and PFCs unspecified,sector,0.1028617502312108,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
212230,212230 - Carbon dioxide,sector,0.2437071207303796,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
212230,212230 - Methane,sector,0.0013007460993584,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
212230,212230 - Nitrous oxide,sector,6.082069285229364e-06,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
212230,212230 - Sulfur hexafluoride,sector,2.5333600452303373e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
212230,212230 - HFCs and PFCs unspecified,sector,0.0189679911616138,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
2122A0,2122A0 - Carbon dioxide,sector,2.485967590589165,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
2122A0,2122A0 - Methane,sector,0.0054594275734519,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Methane', 'Context:emission/air', 'Level:Detail']"
2122A0,2122A0 - Nitrous oxide,sector,0.0001172894746918,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
2122A0,2122A0 - Sulfur hexafluoride,sector,2.423901746794711e-07,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
2122A0,2122A0 - HFCs and PFCs unspecified,sector,0.0534163880236165,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
212310,212310 - Carbon dioxide,sector,0.8052562416168033,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
212310,212310 - Methane,sector,0.0024521887554737,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
212310,212310 - Nitrous oxide,sector,2.9024800108141225e-05,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
212310,212310 - Sulfur hexafluoride,sector,1.7169437103709824e-06,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
212310,212310 - HFCs and PFCs unspecified,sector,0.362832156968227,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
2123A0,2123A0 - Carbon dioxide,sector,0.7759143173081249,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
2123A0,2123A0 - Methane,sector,0.0071817515089414,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Methane', 'Context:emission/air', 'Level:Detail']"
2123A0,2123A0 - Nitrous oxide,sector,0.0001037489299548,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
2123A0,2123A0 - Sulfur hexafluoride,sector,1.4011832815563624e-06,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
2123A0,2123A0 - HFCs and PFCs unspecified,sector,0.3628823429729521,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
213111,213111 - Carbon dioxide,sector,5.262141590598872,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
213111,213111 - Methane,sector,0.1255420983814668,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
213111,213111 - Nitrous oxide,sector,4.076296511813398e-05,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
213111,213111 - Sulfur hexafluoride,sector,2.0697949826746366e-06,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
213111,213111 - HFCs and PFCs unspecified,sector,0.0926190933158626,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:21', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
21311A,21311A - Carbon dioxide,sector,0.836388779123557,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
21311A,21311A - Methane,sector,0.0193236528447645,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Methane', 'Context:emission/air', 'Level:Detail']"
21311A,21311A - Nitrous oxide,sector,3.126057163384925e-05,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
21311A,21311A - Sulfur hexafluoride,sector,1.4513671701964232e-06,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
21311A,21311A - HFCs and PFCs unspecified,sector,0.1221635114099099,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
221100,221100 - Carbon dioxide,sector,2.8373395017868246,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:22', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
221100,221100 - Methane,sector,0.0045189886147844,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:22', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
221100,221100 - Nitrous oxide,sector,8.0671772038819e-05,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:22', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
221100,221100 - Sulfur hexafluoride,sector,7.19690831910746e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:22', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
221100,221100 - HFCs and PFCs unspecified,sector,0.029793117093714,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:22', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
311111,311111 - Carbon dioxide,sector,0.3819857732273497,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
311111,311111 - Methane,sector,0.0171306167062479,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
311111,311111 - Nitrous oxide,sector,0.0007304166440159,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
311111,311111 - Sulfur hexafluoride,sector,5.649957544353615e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
311111,311111 - HFCs and PFCs unspecified,sector,0.0144036250661586,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
311119,311119 - Carbon dioxide,sector,0.3072936508177737,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
311119,311119 - Methane,sector,0.0084350809916291,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
311119,311119 - Nitrous oxide,sector,0.0005137878832986,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
311119,311119 - Sulfur hexafluoride,sector,6.74547325663189e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
311119,311119 - HFCs and PFCs unspecified,sector,0.0190942680213033,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
311210,311210 - Carbon dioxide,sector,0.3713977538798999,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
311210,311210 - Methane,sector,0.0133097453132375,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
311210,311210 - Nitrous oxide,sector,0.0006979227076496,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
311210,311210 - Sulfur hexafluoride,sector,7.82057612004951e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
311210,311210 - HFCs and PFCs unspecified,sector,0.015594403796582,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
311221,311221 - Carbon dioxide,sector,0.3092897140813482,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
311221,311221 - Methane,sector,0.0114407675151787,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
311221,311221 - Nitrous oxide,sector,0.0005681449235215,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
311221,311221 - Sulfur hexafluoride,sector,1.1720060960194737e-07,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
311221,311221 - HFCs and PFCs unspecified,sector,0.016366187810223,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
311224,311224 - Carbon dioxide,sector,0.5396335172476494,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
311224,311224 - Methane,sector,0.0063045339361836,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
311224,311224 - Nitrous oxide,sector,0.0008762695967744,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
311224,311224 - Sulfur hexafluoride,sector,8.075442145360156e-08,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Sulfur hexafluoride', 'Context:emission/air', 'Level:Detail']"
311224,311224 - HFCs and PFCs unspecified,sector,0.0290219402168374,kg CO2e/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:HFCs and PFCs, unspecified', 'Context:emission/air', 'Level:Detail']"
311225,311225 - Carbon dioxide,sector,0.5510169320635875,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Carbon dioxide', 'Context:emission/air', 'Level:Detail']"
311225,311225 - Methane,sector,0.0036328545021197,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Methane', 'Context:emission/air', 'Level:Detail']"
311225,311225 - Nitrous oxide,sector,0.0008642622988505,kg/USD,US,USEEIO_v2.1,0.7,2025-03-13,"['NAICS:31', 'Flow:Nitrous oxide', 'Context:emission/air', 'Level:Detail']"
