entity_id,entity_name,entity_type,ef_value,ef_unit,region,source_dataset,confidence,timestamp,tags,is_outlier
1021,1021,product,4.21,kg CO2e/kg,FR,Agribalyse_3.1,0.8704735700798499,2025-03-13,['Cereal products'],False
1022,1022,product,2.48,kg CO2e/kg,FR,Agribalyse_3.1,0.7900370617792439,2025-03-13,['Cereal products'],False
1023,1023,product,0.98,kg CO2e/kg,FR,Agribalyse_3.1,0.729402847931604,2025-03-13,['Cereal products'],False
1024,1024,product,4.31,kg CO2e/kg,FR,Agribalyse_3.1,0.8932414100519895,2025-03-13,['Cereal products'],False
1025,1025,product,1.75,kg CO2e/kg,FR,Agribalyse_3.1,0.765925715579539,2025-03-13,['Cereal products'],False
1026,1026,product,2.38,kg CO2e/kg,FR,Agribalyse_3.1,0.8221638349463717,2025-03-13,['Cereal products'],False
1027,1027,product,2.45,kg CO2e/kg,FR,Agribalyse_3.1,0.7027578454775967,2025-03-13,['Cereal products'],False
1028,1028,product,0.88,kg CO2e/kg,FR,Agribalyse_3.1,0.7232289808623998,2025-03-13,['Cereal products'],False
1029,1029,product,3.92,kg CO2e/kg,FR,Agribalyse_3.1,0.8435439887164738,2025-03-13,['Cereal products'],False
1030,1030,product,3.4,kg CO2e/kg,FR,Agribalyse_3.1,0.9640570326040714,2025-03-13,['Cereal products'],False
1031,1031,product,3.31,kg CO2e/kg,FR,Agribalyse_3.1,0.962819210705624,2025-03-13,['Cereal products'],False
1032,1032,product,1.18,kg CO2e/kg,FR,Agribalyse_3.1,0.7452335870461854,2025-03-13,['Cereal products'],False
1033,1033,product,0.96,kg CO2e/kg,FR,Agribalyse_3.1,0.885574211391882,2025-03-13,['Cereal products'],False
1034,1034,product,4.17,kg CO2e/kg,FR,Agribalyse_3.1,0.9860101791992516,2025-03-13,['Cereal products'],False
1035,1035,product,4.69,kg CO2e/kg,FR,Agribalyse_3.1,0.7595254840735957,2025-03-13,['Cereal products'],False
1036,1036,product,0.71,kg CO2e/kg,FR,Agribalyse_3.1,0.9003766594713801,2025-03-13,['Cereal products'],False
1037,1037,product,2.61,kg CO2e/kg,FR,Agribalyse_3.1,0.7524908619410513,2025-03-13,['Cereal products'],False
1038,1038,product,1.31,kg CO2e/kg,FR,Agribalyse_3.1,0.9135579815344318,2025-03-13,['Cereal products'],False
1039,1039,product,2.65,kg CO2e/kg,FR,Agribalyse_3.1,0.9201271691257162,2025-03-13,['Cereal products'],False
1040,1040,product,2.94,kg CO2e/kg,FR,Agribalyse_3.1,0.8077885550876308,2025-03-13,['Cereal products'],False
1041,1041,product,1.02,kg CO2e/kg,FR,Agribalyse_3.1,0.7661493860305141,2025-03-13,['Cereal products'],False
1042,1042,product,4.69,kg CO2e/kg,FR,Agribalyse_3.1,0.7399224027254437,2025-03-13,['Cereal products'],False
1043,1043,product,3.15,kg CO2e/kg,FR,Agribalyse_3.1,0.927181005095584,2025-03-13,['Cereal products'],False
1044,1044,product,2.66,kg CO2e/kg,FR,Agribalyse_3.1,0.8124691645256723,2025-03-13,['Cereal products'],False
1045,1045,product,4.43,kg CO2e/kg,FR,Agribalyse_3.1,0.8019873870921878,2025-03-13,['Cereal products'],False
1046,1046,product,3.73,kg CO2e/kg,FR,Agribalyse_3.1,0.8427634006463219,2025-03-13,['Cereal products'],False
1047,1047,product,4.17,kg CO2e/kg,FR,Agribalyse_3.1,0.9721992640255952,2025-03-13,['Cereal products'],False
1048,1048,product,0.72,kg CO2e/kg,FR,Agribalyse_3.1,0.7924855452847234,2025-03-13,['Cereal products'],False
1049,1049,product,3.9,kg CO2e/kg,FR,Agribalyse_3.1,0.9290231719308314,2025-03-13,['Cereal products'],False
1050,1050,product,1.0,kg CO2e/kg,FR,Agribalyse_3.1,0.8471700800091203,2025-03-13,['Cereal products'],False
1051,1051,product,4.87,kg CO2e/kg,FR,Agribalyse_3.1,0.7562484811870543,2025-03-13,['Cereal products'],False
1052,1052,product,1.2,kg CO2e/kg,FR,Agribalyse_3.1,0.970414743355501,2025-03-13,['Cereal products'],False
1053,1053,product,3.17,kg CO2e/kg,FR,Agribalyse_3.1,0.824605657602276,2025-03-13,['Cereal products'],False
1054,1054,product,3.84,kg CO2e/kg,FR,Agribalyse_3.1,0.9217160512136808,2025-03-13,['Cereal products'],False
1055,1055,product,1.81,kg CO2e/kg,FR,Agribalyse_3.1,0.9746287851932152,2025-03-13,['Cereal products'],False
1056,1056,product,0.75,kg CO2e/kg,FR,Agribalyse_3.1,0.8850085374717911,2025-03-13,['Cereal products'],False
1057,1057,product,2.85,kg CO2e/kg,FR,Agribalyse_3.1,0.7164170349273076,2025-03-13,['Cereal products'],False
1058,1058,product,2.51,kg CO2e/kg,FR,Agribalyse_3.1,0.8097814119321501,2025-03-13,['Cereal products'],False
1059,1059,product,3.14,kg CO2e/kg,FR,Agribalyse_3.1,0.7341825910206141,2025-03-13,['Cereal products'],False
1060,1060,product,2.64,kg CO2e/kg,FR,Agribalyse_3.1,0.9623367014585664,2025-03-13,['Cereal products'],False
1061,1061,product,3.25,kg CO2e/kg,FR,Agribalyse_3.1,0.9390629285878213,2025-03-13,['Cereal products'],False
1062,1062,product,4.47,kg CO2e/kg,FR,Agribalyse_3.1,0.8146803995004632,2025-03-13,['Cereal products'],False
1063,1063,product,3.71,kg CO2e/kg,FR,Agribalyse_3.1,0.8996969289060671,2025-03-13,['Cereal products'],False
1064,1064,product,4.51,kg CO2e/kg,FR,Agribalyse_3.1,0.8774066861993108,2025-03-13,['Cereal products'],False
1065,1065,product,4.78,kg CO2e/kg,FR,Agribalyse_3.1,0.9221402309373964,2025-03-13,['Cereal products'],False
1066,1066,product,1.26,kg CO2e/kg,FR,Agribalyse_3.1,0.7061432762989923,2025-03-13,['Cereal products'],False
1067,1067,product,4.61,kg CO2e/kg,FR,Agribalyse_3.1,0.8114311956280342,2025-03-13,['Cereal products'],False
1068,1068,product,1.02,kg CO2e/kg,FR,Agribalyse_3.1,0.9396559520940412,2025-03-13,['Cereal products'],False
1069,1069,product,3.8,kg CO2e/kg,FR,Agribalyse_3.1,0.9212813102210154,2025-03-13,['Cereal products'],False
1070,1070,product,2.04,kg CO2e/kg,FR,Agribalyse_3.1,0.7335396348552788,2025-03-13,['Cereal products'],False
1071,1071,product,4.37,kg CO2e/kg,FR,Agribalyse_3.1,0.8977581904269449,2025-03-13,['Cereal products'],False
1072,1072,product,2.02,kg CO2e/kg,FR,Agribalyse_3.1,0.7964727739240854,2025-03-13,['Cereal products'],False
1073,1073,product,1.25,kg CO2e/kg,FR,Agribalyse_3.1,0.7995055925448022,2025-03-13,['Cereal products'],False
1074,1074,product,4.15,kg CO2e/kg,FR,Agribalyse_3.1,0.7207123449027684,2025-03-13,['Cereal products'],False
1075,1075,product,1.47,kg CO2e/kg,FR,Agribalyse_3.1,0.973256341182572,2025-03-13,['Cereal products'],False
1076,1076,product,3.07,kg CO2e/kg,FR,Agribalyse_3.1,0.7464426363334529,2025-03-13,['Cereal products'],False
1077,1077,product,1.03,kg CO2e/kg,FR,Agribalyse_3.1,0.8199305960981286,2025-03-13,['Cereal products'],False
1078,1078,product,3.28,kg CO2e/kg,FR,Agribalyse_3.1,0.8387008853295714,2025-03-13,['Cereal products'],False
1079,1079,product,3.94,kg CO2e/kg,FR,Agribalyse_3.1,0.7942859524942966,2025-03-13,['Cereal products'],False
1080,1080,product,2.34,kg CO2e/kg,FR,Agribalyse_3.1,0.9827437268926073,2025-03-13,['Cereal products'],False
1081,1081,product,2.69,kg CO2e/kg,FR,Agribalyse_3.1,0.8949404053492477,2025-03-13,['Cereal products'],False
1082,1082,product,2.7,kg CO2e/kg,FR,Agribalyse_3.1,0.8860707632831286,2025-03-13,['Cereal products'],False
1083,1083,product,4.53,kg CO2e/kg,FR,Agribalyse_3.1,0.907150553897236,2025-03-13,['Cereal products'],False
1084,1084,product,3.57,kg CO2e/kg,FR,Agribalyse_3.1,0.749702655411305,2025-03-13,['Cereal products'],False
1085,1085,product,1.84,kg CO2e/kg,FR,Agribalyse_3.1,0.9188870096531984,2025-03-13,['Cereal products'],False
1086,1086,product,3.43,kg CO2e/kg,FR,Agribalyse_3.1,0.7159290646160196,2025-03-13,['Cereal products'],False
1087,1087,product,3.4,kg CO2e/kg,FR,Agribalyse_3.1,0.909899226533314,2025-03-13,['Cereal products'],False
1088,1088,product,4.91,kg CO2e/kg,FR,Agribalyse_3.1,0.7270713445060591,2025-03-13,['Cereal products'],False
1089,1089,product,4.16,kg CO2e/kg,FR,Agribalyse_3.1,0.7536782168110989,2025-03-13,['Cereal products'],False
1090,1090,product,2.0,kg CO2e/kg,FR,Agribalyse_3.1,0.7616520219919283,2025-03-13,['Cereal products'],False
1091,1091,product,3.57,kg CO2e/kg,FR,Agribalyse_3.1,0.8060055064071325,2025-03-13,['Cereal products'],False
1092,1092,product,18.01,kg CO2e/kg,FR,Agribalyse_3.1,0.8572117760274094,2025-03-13,['Cereal products'],False
1093,1093,product,3.82,kg CO2e/kg,FR,Agribalyse_3.1,0.8593933741614901,2025-03-13,['Cereal products'],False
1094,1094,product,2.35,kg CO2e/kg,FR,Agribalyse_3.1,0.9289689500567044,2025-03-13,['Cereal products'],False
1095,1095,product,4.72,kg CO2e/kg,FR,Agribalyse_3.1,0.8946720075484514,2025-03-13,['Cereal products'],False
1096,1096,product,19.17,kg CO2e/kg,FR,Agribalyse_3.1,0.9288774890350606,2025-03-13,['Cereal products'],False
1097,1097,product,3.86,kg CO2e/kg,FR,Agribalyse_3.1,0.8757912016914468,2025-03-13,['Cereal products'],False
1098,1098,product,3.56,kg CO2e/kg,FR,Agribalyse_3.1,0.8140433844238848,2025-03-13,['Cereal products'],False
1099,1099,product,4.54,kg CO2e/kg,FR,Agribalyse_3.1,0.700249037132417,2025-03-13,['Cereal products'],False
1100,1100,product,1.55,kg CO2e/kg,FR,Agribalyse_3.1,0.8109030107518587,2025-03-13,['Cereal products'],False
1101,1101,product,3.8,kg CO2e/kg,FR,Agribalyse_3.1,0.934316901054659,2025-03-13,['Cereal products'],False
1102,1102,product,1.5,kg CO2e/kg,FR,Agribalyse_3.1,0.883219340395982,2025-03-13,['Cereal products'],False
1103,1103,product,2.21,kg CO2e/kg,FR,Agribalyse_3.1,0.867314311936923,2025-03-13,['Cereal products'],False
1104,1104,product,0.78,kg CO2e/kg,FR,Agribalyse_3.1,0.915467438994398,2025-03-13,['Cereal products'],False
1105,1105,product,4.45,kg CO2e/kg,FR,Agribalyse_3.1,0.827116176169873,2025-03-13,['Cereal products'],False
1106,1106,product,1.8,kg CO2e/kg,FR,Agribalyse_3.1,0.7602388809039804,2025-03-13,['Cereal products'],False
1107,1107,product,1.46,kg CO2e/kg,FR,Agribalyse_3.1,0.8134387347629896,2025-03-13,['Cereal products'],False
1108,1108,product,0.96,kg CO2e/kg,FR,Agribalyse_3.1,0.873332762384656,2025-03-13,['Cereal products'],False
1109,1109,product,1.57,kg CO2e/kg,FR,Agribalyse_3.1,0.7473742941710911,2025-03-13,['Cereal products'],False
1110,1110,product,2.55,kg CO2e/kg,FR,Agribalyse_3.1,0.8037444791857994,2025-03-13,['Cereal products'],False
1111,1111,product,3.23,kg CO2e/kg,FR,Agribalyse_3.1,0.75576776709873,2025-03-13,['Cereal products'],False
1112,1112,product,3.92,kg CO2e/kg,FR,Agribalyse_3.1,0.9118193329141,2025-03-13,['Cereal products'],False
1113,1113,product,1.82,kg CO2e/kg,FR,Agribalyse_3.1,0.7305597336239037,2025-03-13,['Cereal products'],False
1114,1114,product,0.52,kg CO2e/kg,FR,Agribalyse_3.1,0.9964293565786324,2025-03-13,['Cereal products'],False
1115,1115,product,2.07,kg CO2e/kg,FR,Agribalyse_3.1,0.9770436168608444,2025-03-13,['Cereal products'],False
1116,1116,product,1.0,kg CO2e/kg,FR,Agribalyse_3.1,0.8823725632607088,2025-03-13,['Cereal products'],False
1117,1117,product,0.62,kg CO2e/kg,FR,Agribalyse_3.1,0.915133053482325,2025-03-13,['Cereal products'],False
1118,1118,product,4.9,kg CO2e/kg,FR,Agribalyse_3.1,0.8492382118552319,2025-03-13,['Cereal products'],False
1119,1119,product,3.11,kg CO2e/kg,FR,Agribalyse_3.1,0.7020225709257166,2025-03-13,['Cereal products'],False
1120,1120,product,1.18,kg CO2e/kg,FR,Agribalyse_3.1,0.9147580980789816,2025-03-13,['Cereal products'],False
1121,1121,product,2.39,kg CO2e/kg,FR,Agribalyse_3.1,0.8534029052638863,2025-03-13,['Cereal products'],False
1122,1122,product,1.86,kg CO2e/kg,FR,Agribalyse_3.1,0.8659435053241877,2025-03-13,['Cereal products'],False
1123,1123,product,2.89,kg CO2e/kg,FR,Agribalyse_3.1,0.8281506873060112,2025-03-13,['Cereal products'],False
1124,1124,product,4.69,kg CO2e/kg,FR,Agribalyse_3.1,0.9107791618194488,2025-03-13,['Cereal products'],False
1125,1125,product,0.86,kg CO2e/kg,FR,Agribalyse_3.1,0.708684273652001,2025-03-13,['Cereal products'],False
1126,1126,product,4.14,kg CO2e/kg,FR,Agribalyse_3.1,0.9359378261408096,2025-03-13,['Cereal products'],False
1127,1127,product,1.31,kg CO2e/kg,FR,Agribalyse_3.1,0.8299892355678966,2025-03-13,['Fruits'],False
1128,1128,product,0.88,kg CO2e/kg,FR,Agribalyse_3.1,0.7207450419714041,2025-03-13,['Fruits'],False
1129,1129,product,1.75,kg CO2e/kg,FR,Agribalyse_3.1,0.9510424131346872,2025-03-13,['Fruits'],False
1130,1130,product,0.71,kg CO2e/kg,FR,Agribalyse_3.1,0.8517631457616285,2025-03-13,['Fruits'],False
1131,1131,product,1.35,kg CO2e/kg,FR,Agribalyse_3.1,0.952859128850556,2025-03-13,['Fruits'],False
1132,1132,product,0.78,kg CO2e/kg,FR,Agribalyse_3.1,0.9447973328195758,2025-03-13,['Fruits'],False
1133,1133,product,1.91,kg CO2e/kg,FR,Agribalyse_3.1,0.8466705551637133,2025-03-13,['Fruits'],False
1134,1134,product,1.53,kg CO2e/kg,FR,Agribalyse_3.1,0.8960794444101318,2025-03-13,['Fruits'],False
1135,1135,product,1.77,kg CO2e/kg,FR,Agribalyse_3.1,0.9811929282149948,2025-03-13,['Fruits'],False
1136,1136,product,0.59,kg CO2e/kg,FR,Agribalyse_3.1,0.8129640637118238,2025-03-13,['Fruits'],False
1137,1137,product,1.82,kg CO2e/kg,FR,Agribalyse_3.1,0.8313265303760813,2025-03-13,['Fruits'],False
1138,1138,product,0.21,kg CO2e/kg,FR,Agribalyse_3.1,0.8329853274726945,2025-03-13,['Fruits'],False
1139,1139,product,0.27,kg CO2e/kg,FR,Agribalyse_3.1,0.8039644575677628,2025-03-13,['Fruits'],False
1140,1140,product,0.56,kg CO2e/kg,FR,Agribalyse_3.1,0.9567791887855428,2025-03-13,['Fruits'],False
1141,1141,product,1.65,kg CO2e/kg,FR,Agribalyse_3.1,0.8576942137804409,2025-03-13,['Fruits'],False
1142,1142,product,0.95,kg CO2e/kg,FR,Agribalyse_3.1,0.9550339508780928,2025-03-13,['Fruits'],False
1143,1143,product,1.64,kg CO2e/kg,FR,Agribalyse_3.1,0.7210116632309271,2025-03-13,['Fruits'],False
1144,1144,product,1.13,kg CO2e/kg,FR,Agribalyse_3.1,0.7470638057118172,2025-03-13,['Fruits'],False
1145,1145,product,0.17,kg CO2e/kg,FR,Agribalyse_3.1,0.7798077452696254,2025-03-13,['Fruits'],False
1146,1146,product,1.94,kg CO2e/kg,FR,Agribalyse_3.1,0.9974947656236076,2025-03-13,['Fruits'],False
1147,1147,product,1.53,kg CO2e/kg,FR,Agribalyse_3.1,0.9449271911777392,2025-03-13,['Fruits'],False
1148,1148,product,1.24,kg CO2e/kg,FR,Agribalyse_3.1,0.9109680599173522,2025-03-13,['Fruits'],False
1149,1149,product,1.23,kg CO2e/kg,FR,Agribalyse_3.1,0.7343544011337806,2025-03-13,['Fruits'],False
1150,1150,product,1.56,kg CO2e/kg,FR,Agribalyse_3.1,0.8347276605074422,2025-03-13,['Fruits'],False
1151,1151,product,0.86,kg CO2e/kg,FR,Agribalyse_3.1,0.9838514097284898,2025-03-13,['Fruits'],False
1152,1152,product,1.13,kg CO2e/kg,FR,Agribalyse_3.1,0.8141625310852406,2025-03-13,['Fruits'],False
1153,1153,product,1.24,kg CO2e/kg,FR,Agribalyse_3.1,0.8448688147766175,2025-03-13,['Fruits'],False
1154,1154,product,0.63,kg CO2e/kg,FR,Agribalyse_3.1,0.7940354584399022,2025-03-13,['Fruits'],False
1155,1155,product,1.65,kg CO2e/kg,FR,Agribalyse_3.1,0.8678623123174023,2025-03-13,['Fruits'],False
1156,1156,product,1.63,kg CO2e/kg,FR,Agribalyse_3.1,0.7522725318565223,2025-03-13,['Fruits'],False
1157,1157,product,0.18,kg CO2e/kg,FR,Agribalyse_3.1,0.7360102279720769,2025-03-13,['Fruits'],False
1158,1158,product,1.02,kg CO2e/kg,FR,Agribalyse_3.1,0.7412887968355785,2025-03-13,['Fruits'],False
1159,1159,product,0.45,kg CO2e/kg,FR,Agribalyse_3.1,0.919515936174086,2025-03-13,['Fruits'],False
1160,1160,product,0.19,kg CO2e/kg,FR,Agribalyse_3.1,0.9089804532882828,2025-03-13,['Fruits'],False
1161,1161,product,0.79,kg CO2e/kg,FR,Agribalyse_3.1,0.892490041634803,2025-03-13,['Fruits'],False
1162,1162,product,1.06,kg CO2e/kg,FR,Agribalyse_3.1,0.7549415535543934,2025-03-13,['Fruits'],False
1163,1163,product,1.2,kg CO2e/kg,FR,Agribalyse_3.1,0.9181676405761734,2025-03-13,['Fruits'],False
1164,1164,product,0.48,kg CO2e/kg,FR,Agribalyse_3.1,0.8541873407172382,2025-03-13,['Fruits'],False
1165,1165,product,1.07,kg CO2e/kg,FR,Agribalyse_3.1,0.942808088538103,2025-03-13,['Fruits'],False
1166,1166,product,0.92,kg CO2e/kg,FR,Agribalyse_3.1,0.7107999531736106,2025-03-13,['Fruits'],False
1167,1167,product,1.73,kg CO2e/kg,FR,Agribalyse_3.1,0.9968573726181672,2025-03-13,['Fruits'],False
1168,1168,product,1.7,kg CO2e/kg,FR,Agribalyse_3.1,0.702117754423683,2025-03-13,['Fruits'],False
1169,1169,product,1.66,kg CO2e/kg,FR,Agribalyse_3.1,0.9895796014858942,2025-03-13,['Fruits'],False
1170,1170,product,1.03,kg CO2e/kg,FR,Agribalyse_3.1,0.8536785279379475,2025-03-13,['Fruits'],False
1171,1171,product,0.69,kg CO2e/kg,FR,Agribalyse_3.1,0.9967113401464592,2025-03-13,['Fruits'],False
1172,1172,product,1.94,kg CO2e/kg,FR,Agribalyse_3.1,0.9572219678806976,2025-03-13,['Fruits'],False
1173,1173,product,1.65,kg CO2e/kg,FR,Agribalyse_3.1,0.994011713688604,2025-03-13,['Fruits'],False
1174,1174,product,0.19,kg CO2e/kg,FR,Agribalyse_3.1,0.7068113806822107,2025-03-13,['Fruits'],False
1175,1175,product,1.35,kg CO2e/kg,FR,Agribalyse_3.1,0.9848377606819548,2025-03-13,['Fruits'],False
1176,1176,product,0.27,kg CO2e/kg,FR,Agribalyse_3.1,0.9847300715742816,2025-03-13,['Fruits'],False
1177,1177,product,0.8,kg CO2e/kg,FR,Agribalyse_3.1,0.9824799966855692,2025-03-13,['Fruits'],False
1178,1178,product,0.33,kg CO2e/kg,FR,Agribalyse_3.1,0.9895938750502394,2025-03-13,['Fruits'],False
1179,1179,product,1.01,kg CO2e/kg,FR,Agribalyse_3.1,0.8663109605630396,2025-03-13,['Fruits'],False
1180,1180,product,1.21,kg CO2e/kg,FR,Agribalyse_3.1,0.9999093165905614,2025-03-13,['Fruits'],False
1181,1181,product,0.86,kg CO2e/kg,FR,Agribalyse_3.1,0.9441830992327476,2025-03-13,['Fruits'],False
1182,1182,product,0.53,kg CO2e/kg,FR,Agribalyse_3.1,0.7916493294401412,2025-03-13,['Fruits'],False
1183,1183,product,1.48,kg CO2e/kg,FR,Agribalyse_3.1,0.7492042438078772,2025-03-13,['Fruits'],False
1184,1184,product,0.89,kg CO2e/kg,FR,Agribalyse_3.1,0.8625813339458934,2025-03-13,['Fruits'],False
1185,1185,product,0.3,kg CO2e/kg,FR,Agribalyse_3.1,0.7942998461308367,2025-03-13,['Fruits'],False
1186,1186,product,1.05,kg CO2e/kg,FR,Agribalyse_3.1,0.8052433606829041,2025-03-13,['Fruits'],False
1187,1187,product,0.44,kg CO2e/kg,FR,Agribalyse_3.1,0.7965178212416243,2025-03-13,['Fruits'],False
1188,1188,product,0.37,kg CO2e/kg,FR,Agribalyse_3.1,0.8826572561870515,2025-03-13,['Fruits'],False
1189,1189,product,0.9,kg CO2e/kg,FR,Agribalyse_3.1,0.8803305452802722,2025-03-13,['Fruits'],False
1190,1190,product,1.68,kg CO2e/kg,FR,Agribalyse_3.1,0.960238766496892,2025-03-13,['Fruits'],False
1191,1191,product,0.69,kg CO2e/kg,FR,Agribalyse_3.1,0.7368719598138103,2025-03-13,['Fruits'],False
1192,1192,product,1.0,kg CO2e/kg,FR,Agribalyse_3.1,0.9595970079651444,2025-03-13,['Fruits'],False
1193,1193,product,0.41,kg CO2e/kg,FR,Agribalyse_3.1,0.9215151850891868,2025-03-13,['Fruits'],False
1194,1194,product,1.5,kg CO2e/kg,FR,Agribalyse_3.1,0.9154255503451888,2025-03-13,['Fruits'],False
1195,1195,product,1.3,kg CO2e/kg,FR,Agribalyse_3.1,0.7618895939135992,2025-03-13,['Fruits'],False
1196,1196,product,0.61,kg CO2e/kg,FR,Agribalyse_3.1,0.8608954669092374,2025-03-13,['Fruits'],False
1197,1197,product,0.24,kg CO2e/kg,FR,Agribalyse_3.1,0.7338753872441058,2025-03-13,['Fruits'],False
1198,1198,product,1.63,kg CO2e/kg,FR,Agribalyse_3.1,0.7646104017571139,2025-03-13,['Fruits'],False
1199,1199,product,1.98,kg CO2e/kg,FR,Agribalyse_3.1,0.8948683448864532,2025-03-13,['Fruits'],False
1200,1200,product,1.25,kg CO2e/kg,FR,Agribalyse_3.1,0.7781667596970148,2025-03-13,['Fruits'],False
1201,1201,product,0.72,kg CO2e/kg,FR,Agribalyse_3.1,0.9880123784861904,2025-03-13,['Fruits'],False
1202,1202,product,1.73,kg CO2e/kg,FR,Agribalyse_3.1,0.923830633160798,2025-03-13,['Fruits'],False
1203,1203,product,1.13,kg CO2e/kg,FR,Agribalyse_3.1,0.7290049117591384,2025-03-13,['Fruits'],False
1204,1204,product,0.24,kg CO2e/kg,FR,Agribalyse_3.1,0.8949861035643709,2025-03-13,['Fruits'],False
1205,1205,product,1.73,kg CO2e/kg,FR,Agribalyse_3.1,0.9340135271264342,2025-03-13,['Fruits'],False
1206,1206,product,1.7,kg CO2e/kg,FR,Agribalyse_3.1,0.8695657999535003,2025-03-13,['Fruits'],False
1207,1207,product,1.92,kg CO2e/kg,FR,Agribalyse_3.1,0.8469091342916284,2025-03-13,['Fruits'],False
1208,1208,product,0.18,kg CO2e/kg,FR,Agribalyse_3.1,0.7182867563818459,2025-03-13,['Fruits'],False
1209,1209,product,0.81,kg CO2e/kg,FR,Agribalyse_3.1,0.8818777715736031,2025-03-13,['Fruits'],False
1210,1210,product,0.84,kg CO2e/kg,FR,Agribalyse_3.1,0.9884812691384236,2025-03-13,['Fruits'],False
1211,1211,product,1.94,kg CO2e/kg,FR,Agribalyse_3.1,0.9580687597023472,2025-03-13,['Fruits'],False
1212,1212,product,1.56,kg CO2e/kg,FR,Agribalyse_3.1,0.9177850113154392,2025-03-13,['Fruits'],False
1213,1213,product,1.95,kg CO2e/kg,FR,Agribalyse_3.1,0.7181614823178868,2025-03-13,['Fruits'],False
1214,1214,product,1.12,kg CO2e/kg,FR,Agribalyse_3.1,0.8476290413360926,2025-03-13,['Fruits'],False
1215,1215,product,0.34,kg CO2e/kg,FR,Agribalyse_3.1,0.7455308645804418,2025-03-13,['Fruits'],False
1216,1216,product,1.08,kg CO2e/kg,FR,Agribalyse_3.1,0.7032124670776312,2025-03-13,['Fruits'],False
1217,1217,product,1.34,kg CO2e/kg,FR,Agribalyse_3.1,0.9185287298914234,2025-03-13,['Fruits'],False
1218,1218,product,0.86,kg CO2e/kg,FR,Agribalyse_3.1,0.7154747847672938,2025-03-13,['Fruits'],False
1219,1219,product,0.35,kg CO2e/kg,FR,Agribalyse_3.1,0.7729654148517067,2025-03-13,['Fruits'],False
1220,1220,product,1.03,kg CO2e/kg,FR,Agribalyse_3.1,0.8010288749242753,2025-03-13,['Fruits'],False
1221,1221,product,0.79,kg CO2e/kg,FR,Agribalyse_3.1,0.8961877520576779,2025-03-13,['Fruits'],False
1222,1222,product,1.48,kg CO2e/kg,FR,Agribalyse_3.1,0.9722285058739908,2025-03-13,['Fruits'],False
1223,1223,product,1.95,kg CO2e/kg,FR,Agribalyse_3.1,0.9632543563999638,2025-03-13,['Fruits'],False
1224,1224,product,1.07,kg CO2e/kg,FR,Agribalyse_3.1,0.9483332531126712,2025-03-13,['Fruits'],False
1225,1225,product,0.81,kg CO2e/kg,FR,Agribalyse_3.1,0.781897512407129,2025-03-13,['Fruits'],False
1226,1226,product,0.72,kg CO2e/kg,FR,Agribalyse_3.1,0.7528757137598439,2025-03-13,['Fruits'],False
