entity_id,entity_name,entity_type,ef_value,ef_unit,region,source_dataset,confidence,timestamp,tags
Paper products,Paper products,product,1.2768339414503669,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Chemical products,Chemical products,product,0.5593311357788284,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Plastic products,Plastic products,product,1.0889439396232914,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Glass products,Glass products,product,0.5312771109788383,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Metal products,Metal products,product,2.248963148389565,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Machinery,Machinery,product,0.7167548239861241,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Electronics,Electronics,product,2.763688759546497,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Vehicles,Vehicles,product,2.712257372196665,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Electricity,Electricity,product,12.404317015097504,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Water supply,Water supply,product,3.8296665522779496,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Waste management,Waste management,product,0.7865823610479277,kg CO2e/EUR,BE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BE']
Crop cultivation,Crop cultivation,product,6.773894823547705,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Animal farming,Animal farming,product,1.2587114908156585,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Forestry,Forestry,product,5.722740610325902,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Fishing,Fishing,product,1.1944468343831478,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Coal mining,Coal mining,product,12.319277567377778,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Oil extraction,Oil extraction,product,9.227141247730028,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Natural gas extraction,Natural gas extraction,product,14.558238168447216,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Food processing,Food processing,product,3.5879041663396194,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Textiles,Textiles,product,1.8863726377109509,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Wood products,Wood products,product,4.181661689216766,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Paper products,Paper products,product,4.592736999844805,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Chemical products,Chemical products,product,4.955865049851641,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Plastic products,Plastic products,product,2.6044643547045054,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Glass products,Glass products,product,0.6371751795261763,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Metal products,Metal products,product,2.4835539498957173,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Machinery,Machinery,product,2.5781291687345163,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Electronics,Electronics,product,3.549200538710126,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Vehicles,Vehicles,product,4.652614835479308,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Electricity,Electricity,product,12.828108650539749,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Water supply,Water supply,product,4.069997446376263,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Waste management,Waste management,product,0.982075770951307,kg CO2e/EUR,BG,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:BG']
Crop cultivation,Crop cultivation,product,3.095623465720399,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Animal farming,Animal farming,product,4.602030067089707,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Forestry,Forestry,product,4.272061150625838,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Fishing,Fishing,product,4.705355529721686,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Coal mining,Coal mining,product,18.37382086937412,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Oil extraction,Oil extraction,product,19.780324220398615,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Natural gas extraction,Natural gas extraction,product,10.2591559989045,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Food processing,Food processing,product,1.5923322559504052,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Textiles,Textiles,product,2.827393363715471,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Wood products,Wood products,product,3.8549837864834577,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Paper products,Paper products,product,3.1271911994255865,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Chemical products,Chemical products,product,4.580666494537471,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Plastic products,Plastic products,product,2.389995874335365,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Glass products,Glass products,product,4.40770997963063,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Metal products,Metal products,product,4.34698349102143,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Machinery,Machinery,product,3.60916858764077,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Electronics,Electronics,product,2.318766879244583,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Vehicles,Vehicles,product,3.3414403611264216,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Electricity,Electricity,product,9.006089034347685,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Water supply,Water supply,product,0.6982319978540269,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Waste management,Waste management,product,2.0305454816531667,kg CO2e/EUR,CY,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CY']
Crop cultivation,Crop cultivation,product,7.013885162324871,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Animal farming,Animal farming,product,2.9301565316218015,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Forestry,Forestry,product,1.4420821115202394,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Fishing,Fishing,product,1.3600147670953775,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Coal mining,Coal mining,product,11.187462669479835,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Oil extraction,Oil extraction,product,8.726206445106113,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Natural gas extraction,Natural gas extraction,product,7.398274185773849,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Food processing,Food processing,product,1.6614092021559357,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Textiles,Textiles,product,2.0218569679359204,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Wood products,Wood products,product,2.404556272097029,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Paper products,Paper products,product,2.273759589103005,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Chemical products,Chemical products,product,4.342195598559885,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Plastic products,Plastic products,product,1.9830699590846368,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Glass products,Glass products,product,3.8085291498662497,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Metal products,Metal products,product,4.959169408208501,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Machinery,Machinery,product,2.807742683538115,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Electronics,Electronics,product,1.667584155506156,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Vehicles,Vehicles,product,0.9461399773441924,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Electricity,Electricity,product,5.508128657650747,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Water supply,Water supply,product,0.8780721968013321,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Waste management,Waste management,product,4.456498828942085,kg CO2e/EUR,CZ,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:CZ']
Crop cultivation,Crop cultivation,product,6.945533276412304,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Animal farming,Animal farming,product,6.98567618088625,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Forestry,Forestry,product,4.118948263800853,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Fishing,Fishing,product,6.20007131773829,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Coal mining,Coal mining,product,5.391549281571412,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Oil extraction,Oil extraction,product,16.574967028080643,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Natural gas extraction,Natural gas extraction,product,16.9859235283636,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Food processing,Food processing,product,3.3441378386335097,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Textiles,Textiles,product,3.4702040410287345,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Wood products,Wood products,product,3.1012200714364964,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Paper products,Paper products,product,3.348579176486182,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Chemical products,Chemical products,product,1.1873227634959265,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Plastic products,Plastic products,product,4.426588482030248,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Glass products,Glass products,product,1.1171031676347782,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Metal products,Metal products,product,2.8613276515687143,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Machinery,Machinery,product,4.878689856528127,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Electronics,Electronics,product,3.314731633276157,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Vehicles,Vehicles,product,2.971601486912151,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Electricity,Electricity,product,10.907385413202189,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Water supply,Water supply,product,2.799431525229417,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Waste management,Waste management,product,2.1488977121343145,kg CO2e/EUR,DE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DE']
Crop cultivation,Crop cultivation,product,5.647106893256688,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Animal farming,Animal farming,product,6.3142217352936925,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Forestry,Forestry,product,5.501896126813104,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Fishing,Fishing,product,5.583322513388145,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Coal mining,Coal mining,product,14.354254670761833,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Oil extraction,Oil extraction,product,10.425612659536322,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Natural gas extraction,Natural gas extraction,product,10.030673105281544,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Food processing,Food processing,product,2.5700970023452396,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Textiles,Textiles,product,3.801964507169628,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Wood products,Wood products,product,2.4624654032701496,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Paper products,Paper products,product,1.2455410354812828,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Chemical products,Chemical products,product,4.3719145090241645,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Plastic products,Plastic products,product,2.8167982766435644,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Glass products,Glass products,product,2.4832026678760952,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Metal products,Metal products,product,2.0228038319212804,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Machinery,Machinery,product,4.564509577485528,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Electronics,Electronics,product,4.075492276261566,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Vehicles,Vehicles,product,4.223567616082018,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Electricity,Electricity,product,5.622171993620694,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Water supply,Water supply,product,2.81483960344193,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Waste management,Waste management,product,4.84976761116288,kg CO2e/EUR,DK,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:DK']
Crop cultivation,Crop cultivation,product,4.35573016469681,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Animal farming,Animal farming,product,7.012422812968973,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Forestry,Forestry,product,4.48682603057887,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Fishing,Fishing,product,2.3784411633842506,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Coal mining,Coal mining,product,7.31718943802464,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Oil extraction,Oil extraction,product,12.030117858530948,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Natural gas extraction,Natural gas extraction,product,7.354327788333917,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Food processing,Food processing,product,4.077736343194539,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Textiles,Textiles,product,2.1069396001760032,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Wood products,Wood products,product,2.0781769930319975,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Paper products,Paper products,product,1.340720789928861,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Chemical products,Chemical products,product,0.6654674796633925,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Plastic products,Plastic products,product,3.941287017299088,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Glass products,Glass products,product,1.955599342751177,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Metal products,Metal products,product,2.6493749182003667,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Machinery,Machinery,product,0.5213350701396695,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Electronics,Electronics,product,0.7873840467368998,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Vehicles,Vehicles,product,4.174067678917314,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Electricity,Electricity,product,18.84269508245259,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Water supply,Water supply,product,4.926059109903728,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Waste management,Waste management,product,1.6791381528109643,kg CO2e/EUR,EE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:EE']
Crop cultivation,Crop cultivation,product,4.759387739501812,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Animal farming,Animal farming,product,4.8610273015289,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Forestry,Forestry,product,2.6333597318624227,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Fishing,Fishing,product,6.021703516440727,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Coal mining,Coal mining,product,14.679118758602748,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Oil extraction,Oil extraction,product,5.898383959298076,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Natural gas extraction,Natural gas extraction,product,8.64788904117588,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Food processing,Food processing,product,3.781242511897784,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Textiles,Textiles,product,1.587860306350639,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Wood products,Wood products,product,1.951596654019017,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Paper products,Paper products,product,1.9398667976007449,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Chemical products,Chemical products,product,0.7998261258429736,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Plastic products,Plastic products,product,2.9709180806626594,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Glass products,Glass products,product,1.8856019540543072,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Metal products,Metal products,product,1.880179151119151,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Machinery,Machinery,product,4.325711974193195,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Electronics,Electronics,product,1.8680337865952876,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Vehicles,Vehicles,product,2.3842567803402828,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Electricity,Electricity,product,8.120430843364563,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Water supply,Water supply,product,1.578472644335922,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Waste management,Waste management,product,3.0773604620786865,kg CO2e/EUR,ES,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:ES']
Crop cultivation,Crop cultivation,product,4.019351457141034,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
