LCI_Name,ProductName,PEF_categoria,Climate_change_-_total,Unit,DQR
1090,Cereal product 90,Cereal products,2.0,kg,0.7616520219919283
1091,Cereal product 91,Cereal products,3.57,kg,0.8060055064071325
1092,Cereal product 92,Cereal products,18.01,kg,0.8572117760274094
1093,Cereal product 93,Cereal products,3.82,kg,0.8593933741614901
1094,Cereal product 94,Cereal products,2.35,kg,0.9289689500567044
1095,Cereal product 95,Cereal products,4.72,kg,0.8946720075484514
1096,Cereal product 96,Cereal products,19.17,kg,0.9288774890350606
1097,Cereal product 97,Cereal products,3.86,kg,0.8757912016914468
1098,Cereal product 98,Cereal products,3.56,kg,0.8140433844238848
1099,Cereal product 99,Cereal products,4.54,kg,0.700249037132417
1100,Cereal product 100,Cereal products,1.55,kg,0.8109030107518587
1101,Cereal product 101,Cereal products,3.8,kg,0.934316901054659
1102,Cereal product 102,Cereal products,1.5,kg,0.883219340395982
1103,Cereal product 103,Cereal products,2.21,kg,0.867314311936923
1104,Cereal product 104,Cereal products,0.78,kg,0.9154674389943981
1105,Cereal product 105,Cereal products,4.45,kg,0.827116176169873
1106,Cereal product 106,Cereal products,1.8,kg,0.7602388809039804
1107,Cereal product 107,Cereal products,1.46,kg,0.8134387347629896
1108,Cereal product 108,Cereal products,0.96,kg,0.873332762384656
1109,Cereal product 109,Cereal products,1.57,kg,0.7473742941710911
1110,Cereal product 110,Cereal products,2.55,kg,0.8037444791857994
1111,Cereal product 111,Cereal products,3.23,kg,0.75576776709873
1112,Cereal product 112,Cereal products,3.92,kg,0.9118193329141001
1113,Cereal product 113,Cereal products,1.82,kg,0.7305597336239037
1114,Cereal product 114,Cereal products,0.52,kg,0.9964293565786323
1115,Cereal product 115,Cereal products,2.07,kg,0.9770436168608444
1116,Cereal product 116,Cereal products,1.0,kg,0.8823725632607088
1117,Cereal product 117,Cereal products,0.62,kg,0.915133053482325
1118,Cereal product 118,Cereal products,4.9,kg,0.8492382118552319
1119,Cereal product 119,Cereal products,3.11,kg,0.7020225709257166
1120,Cereal product 120,Cereal products,1.18,kg,0.9147580980789816
1121,Cereal product 121,Cereal products,2.39,kg,0.8534029052638863
1122,Cereal product 122,Cereal products,1.86,kg,0.8659435053241877
1123,Cereal product 123,Cereal products,2.89,kg,0.8281506873060112
1124,Cereal product 124,Cereal products,4.69,kg,0.9107791618194487
1125,Cereal product 125,Cereal products,0.86,kg,0.708684273652001
1126,Cereal product 126,Cereal products,4.14,kg,0.9359378261408097
1127,Fruit 1,Fruits,1.31,kg,0.8299892355678966
1128,Fruit 2,Fruits,0.88,kg,0.7207450419714041
1129,Fruit 3,Fruits,1.75,kg,0.9510424131346872
1130,Fruit 4,Fruits,0.71,kg,0.8517631457616285
1131,Fruit 5,Fruits,1.35,kg,0.952859128850556
1132,Fruit 6,Fruits,0.78,kg,0.9447973328195758
1133,Fruit 7,Fruits,1.91,kg,0.8466705551637133
1134,Fruit 8,Fruits,1.53,kg,0.8960794444101318
1135,Fruit 9,Fruits,1.77,kg,0.9811929282149949
1136,Fruit 10,Fruits,0.59,kg,0.8129640637118238
1137,Fruit 11,Fruits,1.82,kg,0.8313265303760813
1138,Fruit 12,Fruits,0.21,kg,0.8329853274726945
1139,Fruit 13,Fruits,0.27,kg,0.8039644575677628
1140,Fruit 14,Fruits,0.56,kg,0.9567791887855427
1141,Fruit 15,Fruits,1.65,kg,0.8576942137804409
1142,Fruit 16,Fruits,0.95,kg,0.9550339508780927
1143,Fruit 17,Fruits,1.64,kg,0.7210116632309271
1144,Fruit 18,Fruits,1.13,kg,0.7470638057118172
1145,Fruit 19,Fruits,0.17,kg,0.7798077452696254
1146,Fruit 20,Fruits,1.94,kg,0.9974947656236076
1147,Fruit 21,Fruits,1.53,kg,0.9449271911777393
1148,Fruit 22,Fruits,1.24,kg,0.9109680599173522
1149,Fruit 23,Fruits,1.23,kg,0.7343544011337806
1150,Fruit 24,Fruits,1.56,kg,0.8347276605074422
1151,Fruit 25,Fruits,0.86,kg,0.9838514097284898
1152,Fruit 26,Fruits,1.13,kg,0.8141625310852406
1153,Fruit 27,Fruits,1.24,kg,0.8448688147766175
1154,Fruit 28,Fruits,0.63,kg,0.7940354584399022
1155,Fruit 29,Fruits,1.65,kg,0.8678623123174023
1156,Fruit 30,Fruits,1.63,kg,0.7522725318565223
1157,Fruit 31,Fruits,0.18,kg,0.7360102279720769
1158,Fruit 32,Fruits,1.02,kg,0.7412887968355785
1159,Fruit 33,Fruits,0.45,kg,0.9195159361740859
1160,Fruit 34,Fruits,0.19,kg,0.9089804532882828
1161,Fruit 35,Fruits,0.79,kg,0.892490041634803
1162,Fruit 36,Fruits,1.06,kg,0.7549415535543934
1163,Fruit 37,Fruits,1.2,kg,0.9181676405761734
1164,Fruit 38,Fruits,0.48,kg,0.8541873407172382
1165,Fruit 39,Fruits,1.07,kg,0.942808088538103
1166,Fruit 40,Fruits,0.92,kg,0.7107999531736106
1167,Fruit 41,Fruits,1.73,kg,0.9968573726181672
1168,Fruit 42,Fruits,1.7,kg,0.702117754423683
1169,Fruit 43,Fruits,1.66,kg,0.9895796014858942
1170,Fruit 44,Fruits,1.03,kg,0.8536785279379475
1171,Fruit 45,Fruits,0.69,kg,0.9967113401464592
1172,Fruit 46,Fruits,1.94,kg,0.9572219678806976
1173,Fruit 47,Fruits,1.65,kg,0.994011713688604
1174,Fruit 48,Fruits,0.19,kg,0.7068113806822107
1175,Fruit 49,Fruits,1.35,kg,0.9848377606819549
1176,Fruit 50,Fruits,0.27,kg,0.9847300715742817
1177,Fruit 51,Fruits,0.8,kg,0.9824799966855691
1178,Fruit 52,Fruits,0.33,kg,0.9895938750502394
1179,Fruit 53,Fruits,1.01,kg,0.8663109605630396
1180,Fruit 54,Fruits,1.21,kg,0.9999093165905614
1181,Fruit 55,Fruits,0.86,kg,0.9441830992327477
1182,Fruit 56,Fruits,0.53,kg,0.7916493294401412
1183,Fruit 57,Fruits,1.48,kg,0.7492042438078772
1184,Fruit 58,Fruits,0.89,kg,0.8625813339458934
1185,Fruit 59,Fruits,0.3,kg,0.7942998461308367
1186,Fruit 60,Fruits,1.05,kg,0.8052433606829041
1187,Fruit 61,Fruits,0.44,kg,0.7965178212416243
1188,Fruit 62,Fruits,0.37,kg,0.8826572561870515
1189,Fruit 63,Fruits,0.9,kg,0.8803305452802722
1190,Fruit 64,Fruits,1.68,kg,0.960238766496892
1191,Fruit 65,Fruits,0.69,kg,0.7368719598138103
1192,Fruit 66,Fruits,1.0,kg,0.9595970079651444
1193,Fruit 67,Fruits,0.41,kg,0.9215151850891867
1194,Fruit 68,Fruits,1.5,kg,0.9154255503451889
1195,Fruit 69,Fruits,1.3,kg,0.7618895939135992
1196,Fruit 70,Fruits,0.61,kg,0.8608954669092374
1197,Fruit 71,Fruits,0.24,kg,0.7338753872441058
1198,Fruit 72,Fruits,1.63,kg,0.7646104017571139
1199,Fruit 73,Fruits,1.98,kg,0.8948683448864532
1200,Fruit 74,Fruits,1.25,kg,0.7781667596970148
1201,Fruit 75,Fruits,0.72,kg,0.9880123784861904
1202,Fruit 76,Fruits,1.73,kg,0.9238306331607979
1203,Fruit 77,Fruits,1.13,kg,0.7290049117591384
1204,Fruit 78,Fruits,0.24,kg,0.8949861035643709
1205,Fruit 79,Fruits,1.73,kg,0.9340135271264342
1206,Fruit 80,Fruits,1.7,kg,0.8695657999535003
1207,Fruit 81,Fruits,1.92,kg,0.8469091342916284
1208,Fruit 82,Fruits,0.18,kg,0.7182867563818459
1209,Fruit 83,Fruits,0.81,kg,0.8818777715736031
1210,Fruit 84,Fruits,0.84,kg,0.9884812691384235
1211,Fruit 85,Fruits,1.94,kg,0.9580687597023471
1212,Fruit 86,Fruits,1.56,kg,0.9177850113154391
1213,Fruit 87,Fruits,1.95,kg,0.7181614823178868
1214,Fruit 88,Fruits,1.12,kg,0.8476290413360926
1215,Fruit 89,Fruits,0.34,kg,0.7455308645804418
1216,Fruit 90,Fruits,1.08,kg,0.7032124670776312
1217,Fruit 91,Fruits,1.34,kg,0.9185287298914234
1218,Fruit 92,Fruits,0.86,kg,0.7154747847672938
1219,Fruit 93,Fruits,0.35,kg,0.7729654148517067
1220,Fruit 94,Fruits,1.03,kg,0.8010288749242753
1221,Fruit 95,Fruits,0.79,kg,0.8961877520576779
1222,Fruit 96,Fruits,1.48,kg,0.9722285058739907
1223,Fruit 97,Fruits,1.95,kg,0.9632543563999638
1224,Fruit 98,Fruits,1.07,kg,0.9483332531126711
1225,Fruit 99,Fruits,0.81,kg,0.781897512407129
1226,Fruit 100,Fruits,0.72,kg,0.7528757137598439
1227,Fruit 101,Fruits,0.77,kg,0.8186955987227137
1228,Fruit 102,Fruits,1.61,kg,0.7933828906545446
1229,Fruit 103,Fruits,0.48,kg,0.9022065447876361
1230,Fruit 104,Fruits,1.85,kg,0.8098711018713517
1231,Fruit 105,Fruits,1.56,kg,0.9646724034392844
1232,Fruit 106,Fruits,1.91,kg,0.8388470565667132
1233,Fruit 107,Fruits,0.17,kg,0.8534119928258813
1234,Fruit 108,Fruits,1.27,kg,0.783797393693903
1235,Fruit 109,Fruits,1.92,kg,0.9018587752903803
1236,Fruit 110,Fruits,1.33,kg,0.7810958192862082
1237,Vegetable 1,Vegetables,0.98,kg,0.998430640063952
1238,Vegetable 2,Vegetables,1.17,kg,0.9623488503657005
1239,Vegetable 3,Vegetables,1.43,kg,0.813658621385947
1240,Vegetable 4,Vegetables,0.14,kg,0.73798145187721
1241,Vegetable 5,Vegetables,1.12,kg,0.796922057666134
1242,Vegetable 6,Vegetables,1.76,kg,0.927145296014462
1243,Vegetable 7,Vegetables,0.91,kg,0.8031919537793802
1244,Vegetable 8,Vegetables,0.89,kg,0.7353666615038789
1245,Vegetable 9,Vegetables,1.16,kg,0.8119901644757153
1246,Vegetable 10,Vegetables,0.76,kg,0.7373702680770025
1247,Vegetable 11,Vegetables,1.57,kg,0.9260028731476564
1248,Vegetable 12,Vegetables,1.9,kg,0.9686603413332625
1249,Vegetable 13,Vegetables,1.69,kg,0.7512994679030333
1250,Vegetable 14,Vegetables,0.4,kg,0.7469297753748303
1251,Vegetable 15,Vegetables,0.13,kg,0.8349998326450659
1252,Vegetable 16,Vegetables,1.82,kg,0.9082148978069143
1253,Vegetable 17,Vegetables,0.79,kg,0.8635257218912462
1254,Vegetable 18,Vegetables,1.71,kg,0.9812780281181029
1255,Vegetable 19,Vegetables,1.87,kg,0.798005729704921
1256,Vegetable 20,Vegetables,1.51,kg,0.9100411326058845
1257,Vegetable 21,Vegetables,1.56,kg,0.8892031910920538
1258,Vegetable 22,Vegetables,0.25,kg,0.7408970312622566
1259,Vegetable 23,Vegetables,0.48,kg,0.8550490917067354
1260,Vegetable 24,Vegetables,1.82,kg,0.7687147892543288
1261,Vegetable 25,Vegetables,1.97,kg,0.7396459442914398
1262,Vegetable 26,Vegetables,1.25,kg,0.9980966520424986
1263,Vegetable 27,Vegetables,0.63,kg,0.874528945153596
1264,Vegetable 28,Vegetables,1.75,kg,0.7715004408146758
1265,Vegetable 29,Vegetables,0.54,kg,0.866536205848826
1266,Vegetable 30,Vegetables,0.55,kg,0.8975622223024828
1267,Vegetable 31,Vegetables,0.61,kg,0.8991923212414427
1268,Vegetable 32,Vegetables,0.28,kg,0.7666747143404925
1269,Vegetable 33,Vegetables,1.31,kg,0.9113853102338232
1270,Vegetable 34,Vegetables,1.86,kg,0.7908620638642355
1271,Vegetable 35,Vegetables,0.87,kg,0.8057288002704176
1272,Vegetable 36,Vegetables,1.45,kg,0.925167047650531
1273,Vegetable 37,Vegetables,1.28,kg,0.9777121648350681
1274,Vegetable 38,Vegetables,1.18,kg,0.7448916959589859
1275,Vegetable 39,Vegetables,1.14,kg,0.930725583943792
1276,Vegetable 40,Vegetables,1.07,kg,0.9372643347050054
1277,Vegetable 41,Vegetables,1.89,kg,0.9768737732545986
1278,Vegetable 42,Vegetables,1.3,kg,0.9931616587524617
1279,Vegetable 43,Vegetables,0.61,kg,0.9609586202662135
1280,Vegetable 44,Vegetables,0.97,kg,0.8549369258918785
1281,Vegetable 45,Vegetables,0.69,kg,0.8854730319537633
1282,Vegetable 46,Vegetables,1.6,kg,0.9150868699444492
1283,Vegetable 47,Vegetables,0.71,kg,0.7928611264746078
1284,Vegetable 48,Vegetables,0.29,kg,0.8678439897489131
1285,Vegetable 49,Vegetables,1.48,kg,0.8447223918031335
1286,Vegetable 50,Vegetables,1.97,kg,0.7608499123221661
1287,Vegetable 51,Vegetables,1.89,kg,0.7011056854451537
1288,Vegetable 52,Vegetables,1.73,kg,0.8100695178342341
1289,Vegetable 53,Vegetables,0.42,kg,0.8317851770884028
1290,Vegetable 54,Vegetables,1.63,kg,0.9632140699774238
1291,Vegetable 55,Vegetables,1.23,kg,0.9147475817073627
1292,Vegetable 56,Vegetables,0.27,kg,0.9604051629489011
1293,Vegetable 57,Vegetables,0.51,kg,0.9051977540517218
1294,Vegetable 58,Vegetables,0.98,kg,0.8821147056452695
1295,Vegetable 59,Vegetables,1.54,kg,0.8641147835085238
1296,Vegetable 60,Vegetables,1.46,kg,0.9850585781021749
1297,Vegetable 61,Vegetables,0.36,kg,0.7292330063995506
1298,Vegetable 62,Vegetables,0.75,kg,0.8115389470969034
1299,Vegetable 63,Vegetables,1.03,kg,0.9200802579241549
1300,Vegetable 64,Vegetables,1.58,kg,0.9526163959096515
1301,Vegetable 65,Vegetables,0.11,kg,0.7826044606809517
1302,Vegetable 66,Vegetables,1.02,kg,0.9575510672324988
1303,Vegetable 67,Vegetables,1.67,kg,0.8113968585443264
1304,Vegetable 68,Vegetables,1.06,kg,0.7899741383359776
1305,Vegetable 69,Vegetables,1.58,kg,0.9554215172338886
1306,Vegetable 70,Vegetables,1.71,kg,0.8335055081238585
1307,Vegetable 71,Vegetables,1.68,kg,0.8514447796345762
1308,Meat 1,Meat,13.19,kg,0.7237049907488002
1309,Meat 2,Meat,12.48,kg,0.9075151403135289
1310,Meat 3,Meat,19.29,kg,0.9296078425906531
1311,Meat 4,Meat,27.98,kg,0.8272111372373907
1312,Meat 5,Meat,23.31,kg,0.9711613052517757
1313,Meat 6,Meat,16.54,kg,0.8684421343927551
1314,Meat 7,Meat,24.69,kg,0.887058456366762
1315,Meat 8,Meat,46.84,kg,0.9859606556116336
1316,Meat 9,Meat,3.97,kg,0.8508469257447396
1317,Meat 10,Meat,26.94,kg,0.750095586437637
1318,Meat 11,Meat,5.48,kg,0.7962426324277208
1319,Meat 12,Meat,27.64,kg,0.7220409082106971
1320,Meat 13,Meat,20.54,kg,0.838280296815912
1321,Meat 14,Meat,26.34,kg,0.9242036652959521
1322,Meat 15,Meat,17.6,kg,0.8713542236638401
1323,Meat 16,Meat,5.04,kg,0.8068432513151244
1324,Meat 17,Meat,26.85,kg,0.8898075670737372
1325,Meat 18,Meat,5.47,kg,0.9202165394821531
1326,Meat 19,Meat,2.39,kg,0.8981797038416126
1327,Meat 20,Meat,9.9,kg,0.7948184899219347
1328,Meat 21,Meat,7.25,kg,0.9691228204417375
1329,Meat 22,Meat,24.48,kg,0.8549251357096403
1330,Meat 23,Meat,22.12,kg,0.7901733543983156
1331,Meat 24,Meat,19.97,kg,0.9944346306015726
1332,Meat 25,Meat,18.2,kg,0.7343195992180848
1333,Meat 26,Meat,29.59,kg,0.8807658582095137
1334,Meat 27,Meat,11.31,kg,0.9524135079701526
1335,Meat 28,Meat,19.35,kg,0.9737361112387525
1336,Meat 29,Meat,19.15,kg,0.7119389040322159
1337,Meat 30,Meat,10.28,kg,0.9360940841291688
1338,Meat 31,Meat,22.26,kg,0.8782889704748836
1339,Meat 32,Meat,13.41,kg,0.9931567003633919
1340,Meat 33,Meat,22.89,kg,0.9770435086561619
1341,Meat 34,Meat,24.55,kg,0.7134044925187057
1342,Meat 35,Meat,22.31,kg,0.7560037486796026
1343,Meat 36,Meat,10.4,kg,0.8274914167581203
1344,Meat 37,Meat,25.72,kg,0.8434703301454186
1345,Meat 38,Meat,18.91,kg,0.8480750186480877
1346,Meat 39,Meat,3.93,kg,0.8455288004037291
1347,Meat 40,Meat,29.63,kg,0.9002102975756578
1348,Meat 41,Meat,17.62,kg,0.9068928771052756
1349,Meat 42,Meat,20.87,kg,0.8847524026118376
1350,Meat 43,Meat,113.56,kg,0.9772889951393986
1351,Meat 44,Meat,26.89,kg,0.7086824610103254
1352,Meat 45,Meat,5.15,kg,0.8050250317879099
1353,Meat 46,Meat,24.5,kg,0.8732349608698673
1354,Meat 47,Meat,22.21,kg,0.9503501076323678
1355,Meat 48,Meat,26.43,kg,0.9286840909174697
1356,Meat 49,Meat,3.31,kg,0.9130855830393824
1357,Meat 50,Meat,23.84,kg,0.8350589333920526
1358,Meat 51,Meat,23.09,kg,0.9933810511223072
1359,Meat 52,Meat,23.54,kg,0.8852369065327992
1360,Meat 53,Meat,13.84,kg,0.7138474550463346
1361,Meat 54,Meat,4.37,kg,0.73437145306956
1362,Meat 55,Meat,29.86,kg,0.7714547466764567
1363,Meat 56,Meat,14.09,kg,0.7471164924649564
1364,Meat 57,Meat,26.73,kg,0.9916539363343568
1365,Meat 58,Meat,10.53,kg,0.7776070613638186
1366,Meat 59,Meat,9.93,kg,0.7281273092908686
1367,Meat 60,Meat,18.58,kg,0.8582688996255478
1368,Dairy 1,Dairy,26.57,kg,0.8503644600346456
1369,Dairy 2,Dairy,23.27,kg,0.7456861739527915
1370,Dairy 3,Dairy,16.4,kg,0.8176679634669602
1371,Dairy 4,Dairy,27.56,kg,0.7364200377218406
1372,Dairy 5,Dairy,5.72,kg,0.7427816602837446
1373,Dairy 6,Dairy,25.02,kg,0.8025264022635296
1374,Dairy 7,Dairy,4.8,kg,0.7044131014739496
1375,Dairy 8,Dairy,6.49,kg,0.8714426578129566
1376,Dairy 9,Dairy,24.27,kg,0.882261453533285
1377,Dairy 10,Dairy,14.22,kg,0.8651861073997514
1378,Dairy 11,Dairy,12.72,kg,0.7291692836648775
1379,Dairy 12,Dairy,4.84,kg,0.9603174511631053
1380,Dairy 13,Dairy,28.66,kg,0.7352032512107807
1381,Dairy 14,Dairy,12.41,kg,0.8787714301737483
1382,Dairy 15,Dairy,8.14,kg,0.8953893804461798
1383,Dairy 16,Dairy,8.07,kg,0.8872410420014515
1384,Dairy 17,Dairy,5.63,kg,0.9271012999042724
1385,Dairy 18,Dairy,18.05,kg,0.815731956768797
1386,Dairy 19,Dairy,16.17,kg,0.7304673696907297
1387,Dairy 20,Dairy,2.06,kg,0.8094412194638275
1388,Dairy 21,Dairy,10.89,kg,0.8795353642257273
1389,Dairy 22,Dairy,8.33,kg,0.9190994102580077
1390,Dairy 23,Dairy,17.03,kg,0.7553082624542188
1391,Dairy 24,Dairy,3.78,kg,0.9589267967564123
1392,Dairy 25,Dairy,26.84,kg,0.8821499892229675
1393,Dairy 26,Dairy,24.95,kg,0.9553261355789733
1394,Dairy 27,Dairy,23.99,kg,0.8990237930330065
1395,Dairy 28,Dairy,12.8,kg,0.9162364982455761
1396,Dairy 29,Dairy,11.31,kg,0.7101749158091609
1397,Dairy 30,Dairy,11.16,kg,0.776837888085873
1398,Dairy 31,Dairy,8.46,kg,0.9366646130506291
1399,Dairy 32,Dairy,8.7,kg,0.7311460529988445
1400,Dairy 33,Dairy,2.81,kg,0.7843320194148267
1401,Dairy 34,Dairy,25.55,kg,0.832370538574747
1402,Dairy 35,Dairy,6.72,kg,0.7114563192496283
1403,Dairy 36,Dairy,5.6,kg,0.8053899317230614
1404,Dairy 37,Dairy,18.87,kg,0.938041223869349
1405,Dairy 38,Dairy,14.02,kg,0.774032525521625
1406,Dairy 39,Dairy,2.99,kg,0.7977298584399684
1407,Dairy 40,Dairy,162.72,kg,0.8729362854418777
1408,Dairy 41,Dairy,16.47,kg,0.8146276894271458
1409,Dairy 42,Dairy,15.56,kg,0.8817477258745319
1410,Dairy 43,Dairy,20.57,kg,0.7859377575474003
1411,Dairy 44,Dairy,4.69,kg,0.7470445867114898
1412,Dairy 45,Dairy,19.82,kg,0.8432822528077861
1413,Dairy 46,Dairy,5.77,kg,0.7418453815101356
1414,Dairy 47,Dairy,12.03,kg,0.9298681002293961
1415,Dairy 48,Dairy,23.07,kg,0.7803975420998863
1416,Dairy 49,Dairy,13.69,kg,0.7252064286404072
1417,Dairy 50,Dairy,29.49,kg,0.8617008942087995
1418,Dairy 51,Dairy,2.93,kg,0.9753352944047052
1419,Dairy 52,Dairy,26.91,kg,0.9587620211896014
1420,Dairy 53,Dairy,3.46,kg,0.769136326344472
1421,Dairy 54,Dairy,6.61,kg,0.8069370210189903
1422,Dairy 55,Dairy,12.96,kg,0.7487399038871038
1423,Dairy 56,Dairy,25.43,kg,0.9770968030296246
1424,Dairy 57,Dairy,20.31,kg,0.9667748028470653
1425,Dairy 58,Dairy,24.3,kg,0.8244144699270848
1426,Dairy 59,Dairy,27.46,kg,0.7411939303894828
1427,Dairy 60,Dairy,27.52,kg,0.9019645921465279
1428,Dairy 61,Dairy,15.41,kg,0.8637711994477135
1429,Dairy 62,Dairy,12.88,kg,0.87617874300112
1430,Dairy 63,Dairy,29.75,kg,0.862208956081934
1431,Dairy 64,Dairy,3.45,kg,0.8248027010160278
1432,Dairy 65,Dairy,27.77,kg,0.747657293712839
1433,Dairy 66,Dairy,5.46,kg,0.9067243623402433
1434,Dairy 67,Dairy,25.35,kg,0.9981284152629432
1435,Dairy 68,Dairy,21.5,kg,0.7660835416455682
1436,Dairy 69,Dairy,17.97,kg,0.796741414147477
1437,Dairy 70,Dairy,206.59,kg,0.8872763674202458
1438,Dairy 71,Dairy,25.64,kg,0.7733356629445399
1439,Dairy 72,Dairy,25.42,kg,0.9680469683336737
1440,Dairy 73,Dairy,10.61,kg,0.7839355263591559
1441,Dairy 74,Dairy,4.27,kg,0.8660492655186282
1442,Dairy 75,Dairy,10.2,kg,0.8725446350743975
