Sector,Year,Unit,ReferenceCurrency,PriceType,Flowable,Context,FlowUUID,FlowAmount,BaseIOLevel,source_file,Region
311111,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.3819857732273497,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311111,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0171306167062479,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311111,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0007304166440159,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311111,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,5.649957544353615e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311111,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0144036250661586,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311119,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.3072936508177737,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311119,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0084350809916291,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311119,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0005137878832986,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311119,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,6.74547325663189e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311119,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0190942680213033,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311210,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.3713977538798999,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311210,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0133097453132375,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311210,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0006979227076496,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311210,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,7.82057612004951e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311210,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.015594403796582,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311221,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.3092897140813482,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311221,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0114407675151787,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311221,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0005681449235215,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311221,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,1.1720060960194737e-07,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311221,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.016366187810223,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311224,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.5396335172476494,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311224,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0063045339361836,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311224,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0008762695967744,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311224,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,8.075442145360156e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311224,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0290219402168374,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311225,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.5510169320635875,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311225,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0036328545021197,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311225,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0008642622988505,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311225,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,1.0047038614685337e-07,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311225,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.035199091322492,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311230,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.3095305115098002,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311230,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.005187480020516,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311230,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0004430586681966,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311230,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,6.840868903593128e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311230,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0207195892274938,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311300,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.2871710724723547,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311300,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0083423974143207,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311300,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0006025506812009,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311300,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,8.421121021808877e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311300,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0175091072701449,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311410,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.2945045232226269,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311410,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0069945042018224,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
311410,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0005118420962218,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
