primary_id,primary_name,primary_source,secondary_id,secondary_name,secondary_source,match_confidence
1111A0,1111A0 - Sulfur hexafluoride,useeio,1111A0,1111A0 - Sulfur hexafluoride,useeio,0.9
1111A0,1111A0 - Sulfur hexafluoride,useeio,1111A0,1111A0 - Sulfur hexafluoride,useeio,0.9
1111A0,1111A0 - Sulfur hexafluoride,useeio,1111A0,1111A0 - Sulfur hexafluoride,useeio,0.9
1111B0,1111B0 - Carbon dioxide,useeio,1111B0,1111B0 - Carbon dioxide,useeio,0.9
1111B0,1111B0 - Carbon dioxide,useeio,1111B0,1111B0 - Carbon dioxide,useeio,0.9
1111B0,1111B0 - Carbon dioxide,useeio,1111B0,1111B0 - Carbon dioxide,useeio,0.9
1111B0,1111B0 - Carbon dioxide,useeio,1111B0,1111B0 - Carbon dioxide,useeio,0.9
1111B0,1111B0 - Carbon dioxide,useeio,1111B0,1111B0 - Carbon dioxide,useeio,0.9
1111B0,1111B0 - Carbon dioxide,useeio,1111B0,1111B0 - Carbon dioxide,useeio,0.9
1111B0,1111B0 - Carbon dioxide,useeio,1111B0,1111B0 - Carbon dioxide,useeio,0.9
1111B0,1111B0 - HFCs and PFCs unspecified,useeio,1111B0,1111B0 - HFCs and PFCs unspecified,useeio,0.9
1111B0,1111B0 - HFCs and PFCs unspecified,useeio,1111B0,1111B0 - HFCs and PFCs unspecified,useeio,0.9
1111B0,1111B0 - HFCs and PFCs unspecified,useeio,1111B0,1111B0 - HFCs and PFCs unspecified,useeio,0.9
1111B0,1111B0 - HFCs and PFCs unspecified,useeio,1111B0,1111B0 - HFCs and PFCs unspecified,useeio,0.9
1111B0,1111B0 - HFCs and PFCs unspecified,useeio,1111B0,1111B0 - HFCs and PFCs unspecified,useeio,0.9
1111B0,1111B0 - HFCs and PFCs unspecified,useeio,1111B0,1111B0 - HFCs and PFCs unspecified,useeio,0.9
1111B0,1111B0 - HFCs and PFCs unspecified,useeio,1111B0,1111B0 - HFCs and PFCs unspecified,useeio,0.9
1111B0,1111B0 - Methane,useeio,1111B0,1111B0 - Methane,useeio,0.9
1111B0,1111B0 - Methane,useeio,1111B0,1111B0 - Methane,useeio,0.9
1111B0,1111B0 - Methane,useeio,1111B0,1111B0 - Methane,useeio,0.9
1111B0,1111B0 - Methane,useeio,1111B0,1111B0 - Methane,useeio,0.9
1111B0,1111B0 - Methane,useeio,1111B0,1111B0 - Methane,useeio,0.9
1111B0,1111B0 - Methane,useeio,1111B0,1111B0 - Methane,useeio,0.9
1111B0,1111B0 - Methane,useeio,1111B0,1111B0 - Methane,useeio,0.9
1111B0,1111B0 - Nitrous oxide,useeio,1111B0,1111B0 - Nitrous oxide,useeio,0.9
1111B0,1111B0 - Nitrous oxide,useeio,1111B0,1111B0 - Nitrous oxide,useeio,0.9
1111B0,1111B0 - Nitrous oxide,useeio,1111B0,1111B0 - Nitrous oxide,useeio,0.9
1111B0,1111B0 - Nitrous oxide,useeio,1111B0,1111B0 - Nitrous oxide,useeio,0.9
1111B0,1111B0 - Nitrous oxide,useeio,1111B0,1111B0 - Nitrous oxide,useeio,0.9
1111B0,1111B0 - Nitrous oxide,useeio,1111B0,1111B0 - Nitrous oxide,useeio,0.9
1111B0,1111B0 - Nitrous oxide,useeio,1111B0,1111B0 - Nitrous oxide,useeio,0.9
1111B0,1111B0 - Sulfur hexafluoride,useeio,1111B0,1111B0 - Sulfur hexafluoride,useeio,0.9
1111B0,1111B0 - Sulfur hexafluoride,useeio,1111B0,1111B0 - Sulfur hexafluoride,useeio,0.9
1111B0,1111B0 - Sulfur hexafluoride,useeio,1111B0,1111B0 - Sulfur hexafluoride,useeio,0.9
1111B0,1111B0 - Sulfur hexafluoride,useeio,1111B0,1111B0 - Sulfur hexafluoride,useeio,0.9
1111B0,1111B0 - Sulfur hexafluoride,useeio,1111B0,1111B0 - Sulfur hexafluoride,useeio,0.9
1111B0,1111B0 - Sulfur hexafluoride,useeio,1111B0,1111B0 - Sulfur hexafluoride,useeio,0.9
1111B0,1111B0 - Sulfur hexafluoride,useeio,1111B0,1111B0 - Sulfur hexafluoride,useeio,0.9
111200,111200 - Carbon dioxide,useeio,111200,111200 - Carbon dioxide,useeio,0.9
111200,111200 - Carbon dioxide,useeio,111200,111200 - Carbon dioxide,useeio,0.9
111200,111200 - Carbon dioxide,useeio,111200,111200 - Carbon dioxide,useeio,0.9
111200,111200 - Carbon dioxide,useeio,111200,111200 - Carbon dioxide,useeio,0.9
111200,111200 - Carbon dioxide,useeio,111200,111200 - Carbon dioxide,useeio,0.9
111200,111200 - Carbon dioxide,useeio,111200,111200 - Carbon dioxide,useeio,0.9
111200,111200 - Carbon dioxide,useeio,111200,111200 - Carbon dioxide,useeio,0.9
111200,111200 - HFCs and PFCs unspecified,useeio,111200,111200 - HFCs and PFCs unspecified,useeio,0.9
111200,111200 - HFCs and PFCs unspecified,useeio,111200,111200 - HFCs and PFCs unspecified,useeio,0.9
111200,111200 - HFCs and PFCs unspecified,useeio,111200,111200 - HFCs and PFCs unspecified,useeio,0.9
111200,111200 - HFCs and PFCs unspecified,useeio,111200,111200 - HFCs and PFCs unspecified,useeio,0.9
111200,111200 - HFCs and PFCs unspecified,useeio,111200,111200 - HFCs and PFCs unspecified,useeio,0.9
111200,111200 - HFCs and PFCs unspecified,useeio,111200,111200 - HFCs and PFCs unspecified,useeio,0.9
111200,111200 - HFCs and PFCs unspecified,useeio,111200,111200 - HFCs and PFCs unspecified,useeio,0.9
111200,111200 - Methane,useeio,111200,111200 - Methane,useeio,0.9
111200,111200 - Methane,useeio,111200,111200 - Methane,useeio,0.9
111200,111200 - Methane,useeio,111200,111200 - Methane,useeio,0.9
111200,111200 - Methane,useeio,111200,111200 - Methane,useeio,0.9
111200,111200 - Methane,useeio,111200,111200 - Methane,useeio,0.9
111200,111200 - Methane,useeio,111200,111200 - Methane,useeio,0.9
111200,111200 - Methane,useeio,111200,111200 - Methane,useeio,0.9
111200,111200 - Nitrous oxide,useeio,111200,111200 - Nitrous oxide,useeio,0.9
111200,111200 - Nitrous oxide,useeio,111200,111200 - Nitrous oxide,useeio,0.9
111200,111200 - Nitrous oxide,useeio,111200,111200 - Nitrous oxide,useeio,0.9
111200,111200 - Nitrous oxide,useeio,111200,111200 - Nitrous oxide,useeio,0.9
111200,111200 - Nitrous oxide,useeio,111200,111200 - Nitrous oxide,useeio,0.9
111200,111200 - Nitrous oxide,useeio,111200,111200 - Nitrous oxide,useeio,0.9
111200,111200 - Nitrous oxide,useeio,111200,111200 - Nitrous oxide,useeio,0.9
111200,111200 - Sulfur hexafluoride,useeio,111200,111200 - Sulfur hexafluoride,useeio,0.9
111200,111200 - Sulfur hexafluoride,useeio,111200,111200 - Sulfur hexafluoride,useeio,0.9
111200,111200 - Sulfur hexafluoride,useeio,111200,111200 - Sulfur hexafluoride,useeio,0.9
111200,111200 - Sulfur hexafluoride,useeio,111200,111200 - Sulfur hexafluoride,useeio,0.9
111200,111200 - Sulfur hexafluoride,useeio,111200,111200 - Sulfur hexafluoride,useeio,0.9
111200,111200 - Sulfur hexafluoride,useeio,111200,111200 - Sulfur hexafluoride,useeio,0.9
111200,111200 - Sulfur hexafluoride,useeio,111200,111200 - Sulfur hexafluoride,useeio,0.9
111300,111300 - Carbon dioxide,useeio,111300,111300 - Carbon dioxide,useeio,0.9
111300,111300 - Carbon dioxide,useeio,111300,111300 - Carbon dioxide,useeio,0.9
111300,111300 - Carbon dioxide,useeio,111300,111300 - Carbon dioxide,useeio,0.9
111300,111300 - Carbon dioxide,useeio,111300,111300 - Carbon dioxide,useeio,0.9
111300,111300 - Carbon dioxide,useeio,111300,111300 - Carbon dioxide,useeio,0.9
111300,111300 - Carbon dioxide,useeio,111300,111300 - Carbon dioxide,useeio,0.9
111300,111300 - Carbon dioxide,useeio,111300,111300 - Carbon dioxide,useeio,0.9
111300,111300 - HFCs and PFCs unspecified,useeio,111300,111300 - HFCs and PFCs unspecified,useeio,0.9
111300,111300 - HFCs and PFCs unspecified,useeio,111300,111300 - HFCs and PFCs unspecified,useeio,0.9
111300,111300 - HFCs and PFCs unspecified,useeio,111300,111300 - HFCs and PFCs unspecified,useeio,0.9
111300,111300 - HFCs and PFCs unspecified,useeio,111300,111300 - HFCs and PFCs unspecified,useeio,0.9
111300,111300 - HFCs and PFCs unspecified,useeio,111300,111300 - HFCs and PFCs unspecified,useeio,0.9
111300,111300 - HFCs and PFCs unspecified,useeio,111300,111300 - HFCs and PFCs unspecified,useeio,0.9
111300,111300 - HFCs and PFCs unspecified,useeio,111300,111300 - HFCs and PFCs unspecified,useeio,0.9
111300,111300 - Methane,useeio,111300,111300 - Methane,useeio,0.9
111300,111300 - Methane,useeio,111300,111300 - Methane,useeio,0.9
111300,111300 - Methane,useeio,111300,111300 - Methane,useeio,0.9
111300,111300 - Methane,useeio,111300,111300 - Methane,useeio,0.9
111300,111300 - Methane,useeio,111300,111300 - Methane,useeio,0.9
111300,111300 - Methane,useeio,111300,111300 - Methane,useeio,0.9
111300,111300 - Methane,useeio,111300,111300 - Methane,useeio,0.9
111300,111300 - Nitrous oxide,useeio,111300,111300 - Nitrous oxide,useeio,0.9
111300,111300 - Nitrous oxide,useeio,111300,111300 - Nitrous oxide,useeio,0.9
111300,111300 - Nitrous oxide,useeio,111300,111300 - Nitrous oxide,useeio,0.9
111300,111300 - Nitrous oxide,useeio,111300,111300 - Nitrous oxide,useeio,0.9
111300,111300 - Nitrous oxide,useeio,111300,111300 - Nitrous oxide,useeio,0.9
111300,111300 - Nitrous oxide,useeio,111300,111300 - Nitrous oxide,useeio,0.9
111300,111300 - Nitrous oxide,useeio,111300,111300 - Nitrous oxide,useeio,0.9
111300,111300 - Sulfur hexafluoride,useeio,111300,111300 - Sulfur hexafluoride,useeio,0.9
111300,111300 - Sulfur hexafluoride,useeio,111300,111300 - Sulfur hexafluoride,useeio,0.9
111300,111300 - Sulfur hexafluoride,useeio,111300,111300 - Sulfur hexafluoride,useeio,0.9
111300,111300 - Sulfur hexafluoride,useeio,111300,111300 - Sulfur hexafluoride,useeio,0.9
111300,111300 - Sulfur hexafluoride,useeio,111300,111300 - Sulfur hexafluoride,useeio,0.9
111300,111300 - Sulfur hexafluoride,useeio,111300,111300 - Sulfur hexafluoride,useeio,0.9
111300,111300 - Sulfur hexafluoride,useeio,111300,111300 - Sulfur hexafluoride,useeio,0.9
111400,111400 - Carbon dioxide,useeio,111400,111400 - Carbon dioxide,useeio,0.9
111400,111400 - Carbon dioxide,useeio,111400,111400 - Carbon dioxide,useeio,0.9
111400,111400 - Carbon dioxide,useeio,111400,111400 - Carbon dioxide,useeio,0.9
111400,111400 - Carbon dioxide,useeio,111400,111400 - Carbon dioxide,useeio,0.9
111400,111400 - Carbon dioxide,useeio,111400,111400 - Carbon dioxide,useeio,0.9
111400,111400 - Carbon dioxide,useeio,111400,111400 - Carbon dioxide,useeio,0.9
111400,111400 - Carbon dioxide,useeio,111400,111400 - Carbon dioxide,useeio,0.9
111400,111400 - HFCs and PFCs unspecified,useeio,111400,111400 - HFCs and PFCs unspecified,useeio,0.9
111400,111400 - HFCs and PFCs unspecified,useeio,111400,111400 - HFCs and PFCs unspecified,useeio,0.9
111400,111400 - HFCs and PFCs unspecified,useeio,111400,111400 - HFCs and PFCs unspecified,useeio,0.9
111400,111400 - HFCs and PFCs unspecified,useeio,111400,111400 - HFCs and PFCs unspecified,useeio,0.9
111400,111400 - HFCs and PFCs unspecified,useeio,111400,111400 - HFCs and PFCs unspecified,useeio,0.9
111400,111400 - HFCs and PFCs unspecified,useeio,111400,111400 - HFCs and PFCs unspecified,useeio,0.9
111400,111400 - HFCs and PFCs unspecified,useeio,111400,111400 - HFCs and PFCs unspecified,useeio,0.9
111400,111400 - Methane,useeio,111400,111400 - Methane,useeio,0.9
111400,111400 - Methane,useeio,111400,111400 - Methane,useeio,0.9
111400,111400 - Methane,useeio,111400,111400 - Methane,useeio,0.9
111400,111400 - Methane,useeio,111400,111400 - Methane,useeio,0.9
111400,111400 - Methane,useeio,111400,111400 - Methane,useeio,0.9
111400,111400 - Methane,useeio,111400,111400 - Methane,useeio,0.9
111400,111400 - Methane,useeio,111400,111400 - Methane,useeio,0.9
111400,111400 - Nitrous oxide,useeio,111400,111400 - Nitrous oxide,useeio,0.9
111400,111400 - Nitrous oxide,useeio,111400,111400 - Nitrous oxide,useeio,0.9
111400,111400 - Nitrous oxide,useeio,111400,111400 - Nitrous oxide,useeio,0.9
111400,111400 - Nitrous oxide,useeio,111400,111400 - Nitrous oxide,useeio,0.9
111400,111400 - Nitrous oxide,useeio,111400,111400 - Nitrous oxide,useeio,0.9
111400,111400 - Nitrous oxide,useeio,111400,111400 - Nitrous oxide,useeio,0.9
111400,111400 - Nitrous oxide,useeio,111400,111400 - Nitrous oxide,useeio,0.9
111400,111400 - Sulfur hexafluoride,useeio,111400,111400 - Sulfur hexafluoride,useeio,0.9
111400,111400 - Sulfur hexafluoride,useeio,111400,111400 - Sulfur hexafluoride,useeio,0.9
111400,111400 - Sulfur hexafluoride,useeio,111400,111400 - Sulfur hexafluoride,useeio,0.9
111400,111400 - Sulfur hexafluoride,useeio,111400,111400 - Sulfur hexafluoride,useeio,0.9
111400,111400 - Sulfur hexafluoride,useeio,111400,111400 - Sulfur hexafluoride,useeio,0.9
111400,111400 - Sulfur hexafluoride,useeio,111400,111400 - Sulfur hexafluoride,useeio,0.9
111400,111400 - Sulfur hexafluoride,useeio,111400,111400 - Sulfur hexafluoride,useeio,0.9
111900,111900 - Carbon dioxide,useeio,111900,111900 - Carbon dioxide,useeio,0.9
111900,111900 - Carbon dioxide,useeio,111900,111900 - Carbon dioxide,useeio,0.9
111900,111900 - Carbon dioxide,useeio,111900,111900 - Carbon dioxide,useeio,0.9
111900,111900 - Carbon dioxide,useeio,111900,111900 - Carbon dioxide,useeio,0.9
111900,111900 - Carbon dioxide,useeio,111900,111900 - Carbon dioxide,useeio,0.9
111900,111900 - Carbon dioxide,useeio,111900,111900 - Carbon dioxide,useeio,0.9
111900,111900 - Carbon dioxide,useeio,111900,111900 - Carbon dioxide,useeio,0.9
111900,111900 - HFCs and PFCs unspecified,useeio,111900,111900 - HFCs and PFCs unspecified,useeio,0.9
111900,111900 - HFCs and PFCs unspecified,useeio,111900,111900 - HFCs and PFCs unspecified,useeio,0.9
111900,111900 - HFCs and PFCs unspecified,useeio,111900,111900 - HFCs and PFCs unspecified,useeio,0.9
111900,111900 - HFCs and PFCs unspecified,useeio,111900,111900 - HFCs and PFCs unspecified,useeio,0.9
111900,111900 - HFCs and PFCs unspecified,useeio,111900,111900 - HFCs and PFCs unspecified,useeio,0.9
111900,111900 - HFCs and PFCs unspecified,useeio,111900,111900 - HFCs and PFCs unspecified,useeio,0.9
111900,111900 - HFCs and PFCs unspecified,useeio,111900,111900 - HFCs and PFCs unspecified,useeio,0.9
111900,111900 - Methane,useeio,111900,111900 - Methane,useeio,0.9
111900,111900 - Methane,useeio,111900,111900 - Methane,useeio,0.9
111900,111900 - Methane,useeio,111900,111900 - Methane,useeio,0.9
111900,111900 - Methane,useeio,111900,111900 - Methane,useeio,0.9
111900,111900 - Methane,useeio,111900,111900 - Methane,useeio,0.9
111900,111900 - Methane,useeio,111900,111900 - Methane,useeio,0.9
111900,111900 - Methane,useeio,111900,111900 - Methane,useeio,0.9
111900,111900 - Nitrous oxide,useeio,111900,111900 - Nitrous oxide,useeio,0.9
111900,111900 - Nitrous oxide,useeio,111900,111900 - Nitrous oxide,useeio,0.9
111900,111900 - Nitrous oxide,useeio,111900,111900 - Nitrous oxide,useeio,0.9
111900,111900 - Nitrous oxide,useeio,111900,111900 - Nitrous oxide,useeio,0.9
111900,111900 - Nitrous oxide,useeio,111900,111900 - Nitrous oxide,useeio,0.9
111900,111900 - Nitrous oxide,useeio,111900,111900 - Nitrous oxide,useeio,0.9
111900,111900 - Nitrous oxide,useeio,111900,111900 - Nitrous oxide,useeio,0.9
111900,111900 - Sulfur hexafluoride,useeio,111900,111900 - Sulfur hexafluoride,useeio,0.9
111900,111900 - Sulfur hexafluoride,useeio,111900,111900 - Sulfur hexafluoride,useeio,0.9
111900,111900 - Sulfur hexafluoride,useeio,111900,111900 - Sulfur hexafluoride,useeio,0.9
111900,111900 - Sulfur hexafluoride,useeio,111900,111900 - Sulfur hexafluoride,useeio,0.9
111900,111900 - Sulfur hexafluoride,useeio,111900,111900 - Sulfur hexafluoride,useeio,0.9
111900,111900 - Sulfur hexafluoride,useeio,111900,111900 - Sulfur hexafluoride,useeio,0.9
111900,111900 - Sulfur hexafluoride,useeio,111900,111900 - Sulfur hexafluoride,useeio,0.9
111CA,111CA - Carbon dioxide,useeio,111CA,111CA - Carbon dioxide,useeio,0.9
111CA,111CA - Carbon dioxide,useeio,111CA,111CA - Carbon dioxide,useeio,0.9
111CA,111CA - Carbon dioxide,useeio,111CA,111CA - Carbon dioxide,useeio,0.9
111CA,111CA - Carbon dioxide,useeio,111CA,111CA - Carbon dioxide,useeio,0.9
111CA,111CA - Carbon dioxide,useeio,111CA,111CA - Carbon dioxide,useeio,0.9
111CA,111CA - Carbon dioxide,useeio,111CA,111CA - Carbon dioxide,useeio,0.9
111CA,111CA - Carbon dioxide,useeio,111CA,111CA - Carbon dioxide,useeio,0.9
111CA,111CA - HFCs and PFCs unspecified,useeio,111CA,111CA - HFCs and PFCs unspecified,useeio,0.9
111CA,111CA - HFCs and PFCs unspecified,useeio,111CA,111CA - HFCs and PFCs unspecified,useeio,0.9
111CA,111CA - HFCs and PFCs unspecified,useeio,111CA,111CA - HFCs and PFCs unspecified,useeio,0.9
111CA,111CA - HFCs and PFCs unspecified,useeio,111CA,111CA - HFCs and PFCs unspecified,useeio,0.9
111CA,111CA - HFCs and PFCs unspecified,useeio,111CA,111CA - HFCs and PFCs unspecified,useeio,0.9
111CA,111CA - HFCs and PFCs unspecified,useeio,111CA,111CA - HFCs and PFCs unspecified,useeio,0.9
111CA,111CA - HFCs and PFCs unspecified,useeio,111CA,111CA - HFCs and PFCs unspecified,useeio,0.9
111CA,111CA - Methane,useeio,111CA,111CA - Methane,useeio,0.9
111CA,111CA - Methane,useeio,111CA,111CA - Methane,useeio,0.9
111CA,111CA - Methane,useeio,111CA,111CA - Methane,useeio,0.9
111CA,111CA - Methane,useeio,111CA,111CA - Methane,useeio,0.9
111CA,111CA - Methane,useeio,111CA,111CA - Methane,useeio,0.9
111CA,111CA - Methane,useeio,111CA,111CA - Methane,useeio,0.9
111CA,111CA - Methane,useeio,111CA,111CA - Methane,useeio,0.9
111CA,111CA - Nitrous oxide,useeio,111CA,111CA - Nitrous oxide,useeio,0.9
111CA,111CA - Nitrous oxide,useeio,111CA,111CA - Nitrous oxide,useeio,0.9
111CA,111CA - Nitrous oxide,useeio,111CA,111CA - Nitrous oxide,useeio,0.9
111CA,111CA - Nitrous oxide,useeio,111CA,111CA - Nitrous oxide,useeio,0.9
111CA,111CA - Nitrous oxide,useeio,111CA,111CA - Nitrous oxide,useeio,0.9
111CA,111CA - Nitrous oxide,useeio,111CA,111CA - Nitrous oxide,useeio,0.9
111CA,111CA - Nitrous oxide,useeio,111CA,111CA - Nitrous oxide,useeio,0.9
111CA,111CA - Sulfur hexafluoride,useeio,111CA,111CA - Sulfur hexafluoride,useeio,0.9
111CA,111CA - Sulfur hexafluoride,useeio,111CA,111CA - Sulfur hexafluoride,useeio,0.9
111CA,111CA - Sulfur hexafluoride,useeio,111CA,111CA - Sulfur hexafluoride,useeio,0.9
111CA,111CA - Sulfur hexafluoride,useeio,111CA,111CA - Sulfur hexafluoride,useeio,0.9
111CA,111CA - Sulfur hexafluoride,useeio,111CA,111CA - Sulfur hexafluoride,useeio,0.9
111CA,111CA - Sulfur hexafluoride,useeio,111CA,111CA - Sulfur hexafluoride,useeio,0.9
111CA,111CA - Sulfur hexafluoride,useeio,111CA,111CA - Sulfur hexafluoride,useeio,0.9
112120,112120 - Carbon dioxide,useeio,112120,112120 - Carbon dioxide,useeio,0.9
112120,112120 - Carbon dioxide,useeio,112120,112120 - Carbon dioxide,useeio,0.9
112120,112120 - Carbon dioxide,useeio,112120,112120 - Carbon dioxide,useeio,0.9
112120,112120 - Carbon dioxide,useeio,112120,112120 - Carbon dioxide,useeio,0.9
112120,112120 - Carbon dioxide,useeio,112120,112120 - Carbon dioxide,useeio,0.9
112120,112120 - Carbon dioxide,useeio,112120,112120 - Carbon dioxide,useeio,0.9
112120,112120 - Carbon dioxide,useeio,112120,112120 - Carbon dioxide,useeio,0.9
112120,112120 - HFCs and PFCs unspecified,useeio,112120,112120 - HFCs and PFCs unspecified,useeio,0.9
112120,112120 - HFCs and PFCs unspecified,useeio,112120,112120 - HFCs and PFCs unspecified,useeio,0.9
112120,112120 - HFCs and PFCs unspecified,useeio,112120,112120 - HFCs and PFCs unspecified,useeio,0.9
112120,112120 - HFCs and PFCs unspecified,useeio,112120,112120 - HFCs and PFCs unspecified,useeio,0.9
112120,112120 - HFCs and PFCs unspecified,useeio,112120,112120 - HFCs and PFCs unspecified,useeio,0.9
112120,112120 - HFCs and PFCs unspecified,useeio,112120,112120 - HFCs and PFCs unspecified,useeio,0.9
112120,112120 - HFCs and PFCs unspecified,useeio,112120,112120 - HFCs and PFCs unspecified,useeio,0.9
112120,112120 - Methane,useeio,112120,112120 - Methane,useeio,0.9
112120,112120 - Methane,useeio,112120,112120 - Methane,useeio,0.9
112120,112120 - Methane,useeio,112120,112120 - Methane,useeio,0.9
112120,112120 - Methane,useeio,112120,112120 - Methane,useeio,0.9
112120,112120 - Methane,useeio,112120,112120 - Methane,useeio,0.9
112120,112120 - Methane,useeio,112120,112120 - Methane,useeio,0.9
112120,112120 - Methane,useeio,112120,112120 - Methane,useeio,0.9
112120,112120 - Nitrous oxide,useeio,112120,112120 - Nitrous oxide,useeio,0.9
112120,112120 - Nitrous oxide,useeio,112120,112120 - Nitrous oxide,useeio,0.9
112120,112120 - Nitrous oxide,useeio,112120,112120 - Nitrous oxide,useeio,0.9
112120,112120 - Nitrous oxide,useeio,112120,112120 - Nitrous oxide,useeio,0.9
112120,112120 - Nitrous oxide,useeio,112120,112120 - Nitrous oxide,useeio,0.9
112120,112120 - Nitrous oxide,useeio,112120,112120 - Nitrous oxide,useeio,0.9
112120,112120 - Nitrous oxide,useeio,112120,112120 - Nitrous oxide,useeio,0.9
112120,112120 - Sulfur hexafluoride,useeio,112120,112120 - Sulfur hexafluoride,useeio,0.9
112120,112120 - Sulfur hexafluoride,useeio,112120,112120 - Sulfur hexafluoride,useeio,0.9
112120,112120 - Sulfur hexafluoride,useeio,112120,112120 - Sulfur hexafluoride,useeio,0.9
112120,112120 - Sulfur hexafluoride,useeio,112120,112120 - Sulfur hexafluoride,useeio,0.9
112120,112120 - Sulfur hexafluoride,useeio,112120,112120 - Sulfur hexafluoride,useeio,0.9
112120,112120 - Sulfur hexafluoride,useeio,112120,112120 - Sulfur hexafluoride,useeio,0.9
112120,112120 - Sulfur hexafluoride,useeio,112120,112120 - Sulfur hexafluoride,useeio,0.9
1121A0,1121A0 - Carbon dioxide,useeio,1121A0,1121A0 - Carbon dioxide,useeio,0.9
1121A0,1121A0 - Carbon dioxide,useeio,1121A0,1121A0 - Carbon dioxide,useeio,0.9
1121A0,1121A0 - Carbon dioxide,useeio,1121A0,1121A0 - Carbon dioxide,useeio,0.9
1121A0,1121A0 - Carbon dioxide,useeio,1121A0,1121A0 - Carbon dioxide,useeio,0.9
1121A0,1121A0 - Carbon dioxide,useeio,1121A0,1121A0 - Carbon dioxide,useeio,0.9
1121A0,1121A0 - Carbon dioxide,useeio,1121A0,1121A0 - Carbon dioxide,useeio,0.9
1121A0,1121A0 - Carbon dioxide,useeio,1121A0,1121A0 - Carbon dioxide,useeio,0.9
1121A0,1121A0 - HFCs and PFCs unspecified,useeio,1121A0,1121A0 - HFCs and PFCs unspecified,useeio,0.9
1121A0,1121A0 - HFCs and PFCs unspecified,useeio,1121A0,1121A0 - HFCs and PFCs unspecified,useeio,0.9
1121A0,1121A0 - HFCs and PFCs unspecified,useeio,1121A0,1121A0 - HFCs and PFCs unspecified,useeio,0.9
1121A0,1121A0 - HFCs and PFCs unspecified,useeio,1121A0,1121A0 - HFCs and PFCs unspecified,useeio,0.9
